full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,latitude,longitude,planning_area,subzone
489C TAMPINES ST 45,4243.483788938334,4240.1606657805005,public,1.36178565471454,103.956532457975,TAMPINES,TAMPINES EAST
489D CHOA CHU KANG AVE 5,4911.504424778761,4953.236186669929,public,1.3758879374176,103.740225214266,CHOA CHU KANG,PENG SIANG
48A DORSET RD,5701.754385964912,5574.487327496139,public,1.31447785572521,103.851072419846,KALLANG,KAMPONG JAVA
49 CIRCUIT RD,4553.571428571428,4720.79574970484,public,1.32513240286821,103.885610754075,GEYLANG,MACPHERSON
49 DORSET RD,5617.283950617284,5669.819136722626,public,1.3129579815118,103.850158739219,KALLANG,KAMPONG JAVA
49 HOY FATT RD,5571.428571428572,5601.922136831814,public,1.28748905001859,103.811714119673,BUKIT MERAH,ALEXANDRA HILL
49 JLN BAHAGIA,10550.0,10550.0,public,1.32765981551451,103.856373450584,NOVENA,BALESTIER
49 JLN TIGA,8064.516129032258,8142.125088365517,public,1.30886331826405,103.885372677037,GEYLANG,ALJUNIED
49 KIM PONG RD,7386.363636363636,7583.549783549784,public,1.28429935662089,103.830518003368,BUKIT MERAH,TIONG BAHRU
49 LOR 5 TOA PAYOH,5602.229601518027,5811.715616406972,public,1.33737120983889,103.853113423858,TOA PAYOH,BOON TECK
49 STRATHMORE AVE,8677.777777777777,8608.844356881507,public,1.29402164281341,103.808212801667,QUEENSTOWN,MARGARET DRIVE
49 TEBAN GDNS RD,5156.25,5156.25,public,1.32098928416148,103.738180684101,JURONG EAST,TEBAN GARDENS
49 TELOK BLANGAH DR,6613.333333333334,6363.934959349594,public,1.27220181541331,103.811060837387,BUKIT MERAH,TELOK BLANGAH DRIVE
49 WHAMPOA STH,4442.528735632184,4617.405582922825,public,1.32448737543394,103.866368169429,KALLANG,BENDEMEER
490 ADMIRALTY LINK,4095.744680851064,4461.671344499774,public,1.45529973571916,103.817240683169,SEMBAWANG,SEMBAWANG NORTH
490 JURONG WEST AVE 1,3942.3460566564704,4214.654517412142,public,1.34958659802717,103.727240365566,JURONG WEST,HONG KAH
490A CHOA CHU KANG AVE 5,4930.375079063883,4946.482869491882,public,1.37519738080978,103.741426402066,CHOA CHU KANG,PENG SIANG
490A TAMPINES ST 45,4579.439252336449,4613.903750694078,public,1.36202172926791,103.956772635992,TAMPINES,TAMPINES EAST
490B CHOA CHU KANG AVE 5,4845.825426944972,4966.88541007801,public,1.37562311961725,103.741340715793,CHOA CHU KANG,PENG SIANG
490B TAMPINES ST 45,4563.492063492064,4511.821581196581,public,1.36237689225229,103.956046631727,TAMPINES,TAMPINES EAST
490C CHOA CHU KANG AVE 5,5053.763440860215,5026.265854389294,public,1.37575014356152,103.741751767068,CHOA CHU KANG,PENG SIANG
490D CHOA CHU KANG AVE 5,4946.236559139785,4937.4567681483095,public,1.37602869228672,103.741368197927,CHOA CHU KANG,PENG SIANG
491 ADMIRALTY LINK,3604.395604395605,4042.392299619572,public,1.45611278957306,103.817716581999,SEMBAWANG,SEMBAWANG NORTH
491 JURONG WEST AVE 1,4074.626865671642,4297.4028967493805,public,1.34958656573247,103.72631531647,JURONG WEST,HONG KAH
491A TAMPINES AVE 9,4378.520225294419,4580.093280636627,public,1.36256474399446,103.953782907479,TAMPINES,TAMPINES EAST
491B TAMPINES AVE 9,4139.3442622950815,4475.1832004541175,public,1.36227153949674,103.954185668192,TAMPINES,TAMPINES EAST
491C TAMPINES ST 45,4382.046664578766,4653.090175343486,public,1.36210016949586,103.95490902637,TAMPINES,TAMPINES EAST
491D TAMPINES ST 45,4180.327868852459,4371.925266849101,public,1.36246541056514,103.954684825183,TAMPINES,TAMPINES EAST
491E TAMPINES ST 45,4220.386039132734,4377.212304215919,public,1.36249895422368,103.955251289212,TAMPINES,TAMPINES EAST
491F TAMPINES ST 45,4300.0,4269.527021495487,public,1.36296253151948,103.954955444255,TAMPINES,TAMPINES EAST
491G TAMPINES ST 45,4416.666666666667,4450.153302969996,public,1.3636112252445,103.954333196181,TAMPINES,TAMPINES EAST
491H TAMPINES ST 45,4447.58064516129,4635.506316765479,public,1.3629698898219,103.954391832757,TAMPINES,TAMPINES EAST
492 ADMIRALTY LINK,3604.395604395605,4039.736162212024,public,1.4564743178621,103.81718135862,SEMBAWANG,SEMBAWANG NORTH
492 JURONG WEST ST 41,4335.9375,4526.475,public,1.35008503080761,103.724757267597,JURONG WEST,HONG KAH
492B TAMPINES AVE 9,4113.836065573771,4434.340409458337,public,1.36300824311728,103.953547635295,TAMPINES,TAMPINES EAST
492C TAMPINES ST 45,4536.585365853659,4614.870140832556,public,1.36342461933236,103.953941069939,TAMPINES,TAMPINES EAST
492D TAMPINES ST 45,4166.666666666667,4266.510876386027,public,1.3638772521599,103.954122609944,TAMPINES,TAMPINES EAST
492G TAMPINES ST 45,7119.565217391304,7116.614826914901,public,1.36424140790743,103.95508531832,TAMPINES,TAMPINES EAST
493 ADMIRALTY LINK,3977.777777777778,4251.296948474368,public,1.45654601332376,103.816763883508,SEMBAWANG,SEMBAWANG NORTH
493A TAMPINES AVE 9,4292.0,4248.504032258064,public,1.36255883062393,103.952463123082,TAMPINES,TAMPINES EAST
493B TAMPINES AVE 9,4473.839496459481,4671.772067123365,public,1.36226589882023,103.95206009759,TAMPINES,TAMPINES EAST
493C TAMPINES ST 43,4274.193548387097,4648.362902250647,public,1.36190373412212,103.95153872617,TAMPINES,TAMPINES EAST
493D TAMPINES ST 43,3984.0031729243774,4223.513909683068,public,1.36248462928267,103.951838170127,TAMPINES,TAMPINES EAST
493E TAMPINES ST 43,3968.75,4259.281087141272,public,1.36252410316691,103.95187034702,TAMPINES,TAMPINES EAST
494 JURONG WEST ST 41,4687.5,4637.5,public,1.3495018729112,103.724914436238,JURONG WEST,HONG KAH
494B TAMPINES AVE 9,4193.548387096775,4398.476243552758,public,1.3630082896792,103.952704897774,TAMPINES,TAMPINES EAST
494C TAMPINES ST 43,4430.8943089430895,4420.980889937931,public,1.36370339705173,103.952575138742,TAMPINES,TAMPINES EAST
494D TAMPINES ST 43,6308.823529411765,6203.865781387181,public,1.36380015761494,103.953438683803,TAMPINES,TAMPINES EAST
494E TAMPINES ST 43,5671.641791044776,5887.913374304946,public,1.36421531545345,103.953511202271,TAMPINES,TAMPINES EAST
494G TAMPINES ST 45,7179.10447761194,7137.015020569364,public,1.36313376810873,103.95545857172,TAMPINES,TAMPINES EAST
494H TAMPINES ST 45,6956.521739130435,6959.163224896259,public,1.36368314068034,103.95499248871,TAMPINES,TAMPINES EAST
494J TAMPINES ST 45,7119.484101232965,7057.441557294876,public,1.36394578780556,103.954621464542,TAMPINES,TAMPINES EAST
495 JURONG WEST ST 41,3875.0,4299.553571428571,public,1.34969073793762,103.724362342467,JURONG WEST,HONG KAH
495A TAMPINES ST 43,4217.687074829932,4500.32175032175,public,1.36254137108389,103.950930986011,TAMPINES,TAMPINES EAST
495B TAMPINES ST 43,4204.081632653061,4526.37006802721,public,1.36274236096606,103.951330562087,TAMPINES,TAMPINES EAST
495C TAMPINES ST 43,4388.513513513513,4635.9210150183735,public,1.36323870680686,103.951624679385,TAMPINES,TAMPINES EAST
495D TAMPINES ST 43,5808.219178082192,5280.20343967115,public,1.36367184996528,103.952024565359,TAMPINES,TAMPINES EAST
495E TAMPINES ST 43,4305.134215848502,4657.823469261825,public,1.3640424824533,103.952424391016,TAMPINES,TAMPINES EAST
495F TAMPINES ST 43,4353.741496598639,4594.141018798553,public,1.36442076452696,103.95294031503,TAMPINES,TAMPINES EAST
496B TAMPINES ST 43,4526.455221134742,4598.543587440138,public,1.36123685622591,103.950996094324,TAMPINES,TAMPINES EAST
496C TAMPINES ST 43,4334.79674796748,4539.196399362331,public,1.36215244534095,103.950373999808,TAMPINES,TAMPINES EAST
496D TAMPINES AVE 9,4120.029197080292,4357.329002464285,public,1.36162611403554,103.949991840666,TAMPINES,TAMPINES EAST
496E TAMPINES AVE 9,4379.56204379562,4226.972832273829,public,1.3611299396487,103.949803200633,TAMPINES,TAMPINES EAST
496F TAMPINES AVE 9,4861.788617886179,4861.788617886179,public,1.36040047266513,103.950034057413,TAMPINES,TAMPINES EAST
496G TAMPINES AVE 9,4424.528301886792,4710.700747883486,public,1.36079922802584,103.950573417839,TAMPINES,TAMPINES EAST
497A TAMPINES ST 45,5395.6834532374105,5080.77027839087,public,1.35933200137711,103.958581034137,TAMPINES,TAMPINES EAST
497B TAMPINES ST 45,4212.962962962963,4531.282636520254,public,1.3586829965139,103.958024469204,TAMPINES,TAMPINES EAST
497C TAMPINES ST 45,4389.312977099236,4548.385848451116,public,1.3583447454648,103.958579835543,TAMPINES,TAMPINES EAST
497D TAMPINES ST 45,4452.431654676259,4945.526818541182,public,1.35883428878933,103.959075281438,TAMPINES,TAMPINES EAST
497F TAMPINES ST 45,4931.180055955236,5008.074278282292,public,1.35976324314565,103.959011125431,TAMPINES,TAMPINES EAST
497G TAMPINES ST 45,4200.842954004032,4339.925485980527,public,1.36034648036577,103.959716831981,TAMPINES,TAMPINES EAST
497H TAMPINES ST 45,4198.473282442748,4580.646603402708,public,1.35964878687617,103.95990822475,TAMPINES,TAMPINES EAST
497J TAMPINES ST 45,4784.172661870503,4877.473355507304,public,1.35926416653664,103.959503982842,TAMPINES,TAMPINES EAST
498 JURONG WEST ST 41,4500.0,4632.615546218488,public,1.34833335733135,103.724307317877,JURONG WEST,HONG KAH
498A TAMPINES ST 45,4419.188811188811,4577.375217600415,public,1.3615403413262,103.958104412712,TAMPINES,TAMPINES EAST
498B TAMPINES ST 45,4335.664335664335,4587.926949853698,public,1.36102172564014,103.958601393368,TAMPINES,TAMPINES EAST
498D TAMPINES ST 45,5047.169811320755,4839.647041775622,public,1.36111348630544,103.959594699613,TAMPINES,TAMPINES EAST
498E TAMPINES ST 45,4398.601398601399,4619.013861518883,public,1.36148618155639,103.959056255163,TAMPINES,TAMPINES EAST
498F TAMPINES ST 45,4217.741935483871,4467.380405058413,public,1.36191017207462,103.958666733427,TAMPINES,TAMPINES EAST
498G TAMPINES ST 45,5013.986013986014,4939.541001337468,public,1.36227844944127,103.958121867302,TAMPINES,TAMPINES EAST
498H TAMPINES ST 45,4544.0,4696.4508466794905,public,1.36295791496804,103.957515257339,TAMPINES,TAMPINES EAST
498J TAMPINES ST 45,4421.287382877679,4820.304060366881,public,1.36323538538961,103.956894060229,TAMPINES,TAMPINES EAST
498L TAMPINES ST 45,4816.326530612245,4746.59459958229,public,1.36240933130332,103.957197483189,TAMPINES,TAMPINES EAST
498M TAMPINES ST 45,4390.520389531345,4649.970914981069,public,1.36190675732795,103.95774142605,TAMPINES,TAMPINES EAST
499A TAMPINES AVE 9,5923.91304347826,6320.218991996539,public,1.35898074323,103.955770191568,TAMPINES,TAMPINES EAST
499B TAMPINES AVE 9,5850.746268656716,6234.371465653101,public,1.35887020526725,103.956331658876,TAMPINES,TAMPINES EAST
4A BOON TIONG RD,8347.826086956522,8644.390338164252,public,1.28667370705366,103.832481682655,BUKIT MERAH,TIONG BAHRU
4B BOON TIONG RD,8647.339130434782,8622.065551839465,public,1.28658878251864,103.831950295943,BUKIT MERAH,TIONG BAHRU
4B ST. GEORGE'S LANE,5566.037735849057,5854.419373170656,public,1.32229102470373,103.860174104007,KALLANG,BENDEMEER
4C ST. GEORGE'S LANE,6597.517204301075,6564.151438436479,public,1.32211971964107,103.860820092196,KALLANG,BENDEMEER
5 BEDOK STH AVE 2,4512.195121951219,4557.747489239599,public,1.32219157915726,103.934399264462,BEDOK,BEDOK SOUTH
5 BOON KENG RD,7401.639344262295,7223.522208091706,public,1.31264014497827,103.872491873561,KALLANG,BOON KENG
5 CHANGI VILLAGE RD,4459.459459459459,4421.433855933856,public,1.38885339963623,103.986845986484,CHANGI,CHANGI POINT
5 DELTA AVE,6983.874820831343,7063.609992491981,public,1.29224180630463,103.827601351154,BUKIT MERAH,BUKIT HO SWEE
5 DOVER CRES,5373.134328358209,5357.031655422937,public,1.30406012764311,103.782637200936,QUEENSTOWN,DOVER
5 EVERTON PK,6388.888888888889,6352.970982793818,public,1.27668433818668,103.839459108754,BUKIT MERAH,EVERTON PARK
5 FARRER RD,7178.861788617886,7383.774233896184,public,1.31655990980042,103.807288102167,TANGLIN,TYERSALL
5 GHIM MOH RD,5200.0,5375.06983805668,public,1.31269310901361,103.788308830128,QUEENSTOWN,GHIM MOH
5 HAIG RD,5298.913043478261,5350.24154589372,public,1.31258917369124,103.896591193187,GEYLANG,GEYLANG EAST
5 HOLLAND CL,7608.387096774193,7612.9370199692785,public,1.30767442232996,103.796271571462,QUEENSTOWN,HOLLAND DRIVE
5 JLN BATU,5075.0,4960.057021831215,public,1.30156359677462,103.884028473673,KALLANG,TANJONG RHU
5 LOR LEW LIAN,5369.86301369863,5389.205352612887,public,1.35003202767253,103.876841832334,SERANGOON,UPPER PAYA LEBAR
5 MARINE TER,5971.6599190283405,5992.763157894737,public,1.30456341339138,103.91722903852,MARINE PARADE,MARINE PARADE
5 MARSILING DR,2883.333333333333,3191.666666666667,public,1.43972694576355,103.775382958136,WOODLANDS,WOODLANDS WEST
5 PINE CL,8196.172248803829,8308.92265774158,public,1.30704305939862,103.882688422799,GEYLANG,ALJUNIED
5 ST. GEORGE'S LANE,5388.99430740038,5462.184518162661,public,1.32318991590206,103.859696970213,KALLANG,BENDEMEER
5 TECK WHYE AVE,3581.0810810810813,4014.054190596167,public,1.38211439144289,103.75356509712,CHOA CHU KANG,TECK WHYE
5 TELOK BLANGAH CRES,5363.636363636364,5111.116161616162,public,1.27872402905423,103.819220384802,BUKIT MERAH,TELOK BLANGAH WAY
5 TG PAGAR PLAZA,7881.35593220339,7881.297820823245,public,1.27624052001347,103.843006115698,OUTRAM,CHINATOWN
5 TOH YI DR,7204.918032786885,7433.961815399799,public,1.33819254167455,103.774522627887,BUKIT TIMAH,ANAK BUKIT
5 UPP ALJUNIED LANE,4421.052631578948,4420.782726045884,public,1.33372865982665,103.879898473982,TOA PAYOH,JOO SENG
50 C'WEALTH DR,8967.583333333334,9017.8846282644,public,1.30112909158394,103.797123032464,QUEENSTOWN,TANGLIN HALT
50 CHAI CHEE ST,4191.176470588235,4231.924757316393,public,1.32930431416537,103.922415807329,BEDOK,KEMBANGAN
50 CIRCUIT RD,4375.0,4479.240800865801,public,1.32488448306596,103.885571385532,GEYLANG,MACPHERSON
50 DORSET RD,5858.895705521472,5932.998385765615,public,1.31313099307775,103.850867852489,KALLANG,KAMPONG JAVA
50 HAVELOCK RD,5930.232558139535,5671.697475650964,public,1.28977813992267,103.826793758887,BUKIT MERAH,BUKIT HO SWEE
50 HOY FATT RD,5354.329142129556,5504.21937296615,public,1.2878771583612,103.811440922662,BUKIT MERAH,ALEXANDRA HILL
50 JLN BAHAGIA,9887.640449438202,8798.14025571484,public,1.32768538817072,103.856229133573,NOVENA,BALESTIER
50 LOR 5 TOA PAYOH,5784.552845528455,5772.841776853542,public,1.33717651448577,103.852543124537,TOA PAYOH,BOON TECK
50 MOH GUAN TER,7840.909090909091,7873.804713804715,public,1.28407984956888,103.830525506982,BUKIT MERAH,TIONG BAHRU
50 SIMS DR,4882.35294117647,4896.190426291974,public,1.31649949089692,103.878383818547,GEYLANG,ALJUNIED
50 STIRLING RD,8572.128851540616,8572.128851540616,public,1.29714090600198,103.803791249661,QUEENSTOWN,MEI CHIN
50 STRATHMORE AVE,8222.222222222223,8357.174245253656,public,1.29384533839787,103.808727859208,QUEENSTOWN,MARGARET DRIVE
50 TEBAN GDNS RD,4109.58904109589,4259.350777729434,public,1.32060355479615,103.737792183279,JURONG EAST,TEBAN GARDENS
50 TELOK BLANGAH DR,5102.040816326531,5305.063945578232,public,1.27309040956353,103.810143564301,BUKIT MERAH,TELOK BLANGAH DRIVE
500 PASIR RIS ST 52,4775.494672754947,4973.064556762714,public,1.3760245207216,103.945945712947,PASIR RIS,PASIR RIS CENTRAL
500 SERANGOON NTH AVE 4,4240.0,4446.359996503191,public,1.37452601630701,103.875744233814,SERANGOON,SERANGOON NORTH
501 ANG MO KIO AVE 5,4628.099173553719,4738.01111860921,public,1.37598486077444,103.848860479053,ANG MO KIO,CHENG SAN
501 BEDOK NTH ST 3,4745.762711864407,4774.455117763593,public,1.33164071248973,103.931167665142,BEDOK,BEDOK NORTH
501 BISHAN ST 11,7172.815533980583,7243.329132142407,public,1.34841662448989,103.84908038561,BISHAN,BISHAN EAST
501 BT BATOK ST 52,4449.4047619047615,4652.123312656056,public,1.35149318644467,103.75499812254,BUKIT BATOK,GUILIN
501 CHOA CHU KANG ST 51,3585.3658536585367,3763.9319398586263,public,1.38959498074238,103.74324795084,CHOA CHU KANG,CHOA CHU KANG NORTH
501 HOUGANG AVE 8,5109.375,5222.794344801917,public,1.37205269626364,103.886531403839,HOUGANG,HOUGANG WEST
501 JELAPANG RD,4088.421728315815,4058.738011301791,public,1.38288227586953,103.766847124866,BUKIT PANJANG,SAUJANA
501 JURONG WEST ST 51,5101.351351351352,4804.054054054054,public,1.35038413736599,103.719025555996,JURONG WEST,HONG KAH
501 PASIR RIS ST 52,4829.116578138104,4897.030549584028,public,1.37600904526709,103.94642298367,PASIR RIS,PASIR RIS CENTRAL
501 SERANGOON NTH AVE 4,5000.0,4722.111294532628,public,1.37418391177285,103.876105569742,SERANGOON,SERANGOON NORTH
501 TAMPINES CTRL 1,5000.0,5049.747251865521,public,1.35568233282536,103.944448547002,TAMPINES,TAMPINES EAST
501 WOODLANDS DR 14,3959.349593495935,4116.898445561625,public,1.43292523586445,103.792006999106,WOODLANDS,WOODLANDS SOUTH
501A WELLINGTON CIRCLE,3902.4924924924926,4124.261006761007,public,1.45176919565749,103.820781714095,SEMBAWANG,ADMIRALTY
501A YISHUN ST 51,5932.835820895522,6048.838200302834,public,1.41658398264925,103.840450135147,YISHUN,LOWER SELETAR
501B WELLINGTON CIRCLE,3890.909090909091,4216.394746710536,public,1.45218571400211,103.82136988326,SEMBAWANG,ADMIRALTY
501B YISHUN ST 51,5834.821428571428,5849.961180124224,public,1.41704065966643,103.840552464198,YISHUN,LOWER SELETAR
501C WELLINGTON CIRCLE,3893.434343434344,4175.060952722492,public,1.45169408187552,103.821715715582,SEMBAWANG,ADMIRALTY
501D WELLINGTON CIRCLE,3934.6153846153848,4137.131623931624,public,1.45105057890399,103.822432144608,SEMBAWANG,ADMIRALTY
502 ANG MO KIO AVE 5,4705.882352941177,4750.10356154584,public,1.37572474108554,103.849934308508,ANG MO KIO,CHENG SAN
502 BEDOK NTH ST 3,5084.745762711865,4955.974396915075,public,1.331245062192,103.931244293846,BEDOK,BEDOK NORTH
502 BISHAN ST 11,6039.297658862876,5959.76395959726,public,1.34857905320066,103.848348015837,BISHAN,BISHAN EAST
502 CHOA CHU KANG ST 51,3908.617424242424,3975.216891197848,public,1.38910701991989,103.743365257042,CHOA CHU KANG,CHOA CHU KANG NORTH
502 HOUGANG AVE 8,4132.231404958678,4594.134078256922,public,1.37280668545918,103.886904274267,HOUGANG,HOUGANG WEST
502 JELAPANG RD,4217.096774193548,4212.345733875134,public,1.38371721293326,103.766750828138,BUKIT PANJANG,SAUJANA
502 JURONG WEST AVE 1,3918.918918918919,4099.099099099099,public,1.35050127679181,103.718334683095,JURONG WEST,HONG KAH
502 PASIR RIS ST 52,4862.541332073689,4952.144544166273,public,1.37539869626645,103.946231522897,PASIR RIS,PASIR RIS CENTRAL
502 SERANGOON NTH AVE 4,4701.612903225807,4617.7888563049855,public,1.37448766567895,103.876464914567,SERANGOON,SERANGOON NORTH
502 TAMPINES CTRL 1,5760.527351436443,5760.527351436443,public,1.35641014489862,103.945141459551,TAMPINES,TAMPINES EAST
502 WOODLANDS DR 14,4586.065573770492,4366.606583173182,public,1.43318008766271,103.791790437361,WOODLANDS,WOODLANDS SOUTH
502A WELLINGTON CIRCLE,3846.153846153846,3995.546558704453,public,1.45093008840551,103.821415036965,SEMBAWANG,ADMIRALTY
502A WOODLANDS DR 14,3601.6260162601625,3682.8019028588656,public,1.43330296861783,103.791309000213,WOODLANDS,WOODLANDS SOUTH
502A YISHUN ST 51,6008.695652173913,6059.4006118475945,public,1.41639278744569,103.841369329736,YISHUN,LOWER SELETAR
502B YISHUN ST 51,6141.304347826087,6062.67420881396,public,1.41683901466432,103.841551768426,YISHUN,LOWER SELETAR
502C YISHUN ST 51,5869.565217391304,5838.6671297809735,public,1.41732309701441,103.841554200042,YISHUN,LOWER SELETAR
502D YISHUN ST 51,6071.428571428572,6070.854585312386,public,1.41733258969906,103.840861112656,YISHUN,LOWER SELETAR
503 ANG MO KIO AVE 5,4308.823529411765,4618.803428783,public,1.37546163119278,103.848942047568,ANG MO KIO,CHENG SAN
503 BEDOK NTH ST 3,4449.152542372882,4641.5911813431885,public,1.33148846832741,103.932465357827,BEDOK,BEDOK NORTH
503 BISHAN ST 11,6601.941747572816,6486.162423270423,public,1.34903237530043,103.848047514719,BISHAN,BISHAN EAST
503 BT BATOK ST 52,5087.053571428572,4911.429670182681,public,1.35144149324876,103.753696666741,BUKIT BATOK,GUILIN
503 CHOA CHU KANG ST 51,4227.55905511811,4118.341705537686,public,1.38830517444057,103.742322678004,CHOA CHU KANG,CHOA CHU KANG NORTH
503 HOUGANG AVE 8,4280.99173553719,4507.051562748798,public,1.37348259766875,103.887463506477,HOUGANG,HOUGANG WEST
503 JELAPANG RD,4861.111111111111,5076.080944886964,public,1.3841841461098,103.766434636885,BUKIT PANJANG,SAUJANA
503 JURONG WEST AVE 1,3945.945945945946,4034.0165806255695,public,1.34995541024281,103.717704811514,JURONG WEST,HONG KAH
503 PASIR RIS ST 52,5700.680272108843,5489.090477246301,public,1.37570879771449,103.9454817676,PASIR RIS,PASIR RIS CENTRAL
503 TAMPINES CTRL 1,4609.946292088412,4992.356214261797,public,1.3558033565401,103.945102946956,TAMPINES,TAMPINES EAST
503 WOODLANDS DR 14,3574.908208759507,4065.3860449739927,public,1.43249995976888,103.791786711705,WOODLANDS,WOODLANDS SOUTH
503A CANBERRA LINK,4096.153846153846,4307.78076923077,public,1.45058879786565,103.821649350316,SEMBAWANG,ADMIRALTY
503B CANBERRA LINK,4166.300366300367,4332.225379558713,public,1.45039456451382,103.822066427146,SEMBAWANG,ADMIRALTY
503C CANBERRA LINK,3727.272727272728,4252.156473829201,public,1.4505380366564,103.82294129946,SEMBAWANG,ADMIRALTY
504 ANG MO KIO AVE 8,4705.882352941177,4799.945307861286,public,1.37482589458092,103.848956089557,ANG MO KIO,CHENG SAN
504 BEDOK NTH ST 3,4745.762711864407,4846.811032740288,public,1.33188000305479,103.932389359044,BEDOK,BEDOK NORTH
504 BT BATOK ST 52,5096.899224806201,4870.605549938209,public,1.35196560331027,103.754983672501,BUKIT BATOK,GUILIN
504 CHOA CHU KANG ST 51,3943.089430894309,3787.656696145499,public,1.38897888481313,103.742536911765,CHOA CHU KANG,CHOA CHU KANG NORTH
504 HOUGANG AVE 8,4648.880686833026,4667.911737357296,public,1.37311695668565,103.888015932974,HOUGANG,HOUGANG WEST
504 JELAPANG RD,4186.991869918699,4118.861057983246,public,1.3847322385941,103.766932853057,BUKIT PANJANG,SAUJANA
504 JURONG WEST ST 51,4027.027027027027,4095.5548709634513,public,1.34982760465022,103.718843758186,JURONG WEST,HONG KAH
504 PASIR RIS ST 52,5027.586206896552,5085.706628439965,public,1.37603781709578,103.944889854263,PASIR RIS,PASIR RIS CENTRAL
504 SERANGOON NTH AVE 4,5600.0,5097.089947089948,public,1.37355994058113,103.876188548015,SERANGOON,SERANGOON NORTH
504 WOODLANDS DR 14,3688.524590163935,3992.902838205509,public,1.4329824226314,103.79106326286,WOODLANDS,WOODLANDS SOUTH
504A MONTREAL DR,4423.076923076924,4506.692307692308,public,1.4512965609628,103.824120161439,SEMBAWANG,ADMIRALTY
504A YISHUN ST 51,4866.071428571428,5134.79594781416,public,1.41776314973521,103.844367647831,YISHUN,LOWER SELETAR
504B MONTREAL DR,4409.34065934066,4405.959595959595,public,1.45088207954215,103.823325694936,SEMBAWANG,ADMIRALTY
504B YISHUN ST 51,4991.071428571428,5125.912508328152,public,1.41773318073336,103.84382441362,YISHUN,LOWER SELETAR
504C CANBERRA LINK,3780.8,4039.346777199409,public,1.45009883317637,103.823677263567,SEMBAWANG,ADMIRALTY
504C YISHUN ST 51,5268.817204301075,5335.350761734022,public,1.41796651351006,103.843458679904,YISHUN,LOWER SELETAR
504D MONTREAL DR,3955.555555555556,4236.710578310579,public,1.45045843825508,103.823880958571,SEMBAWANG,ADMIRALTY
504D YISHUN ST 51,4827.956989247312,5046.364357634234,public,1.41833362541375,103.843721655882,YISHUN,LOWER SELETAR
505 ANG MO KIO AVE 8,5066.176470588236,4983.796465377093,public,1.37485446863611,103.8502086106,ANG MO KIO,CHENG SAN
505 BEDOK NTH AVE 3,5040.650406504065,4999.348682562456,public,1.33182838179324,103.933338253415,BEDOK,BEDOK NORTH
505 BT BATOK ST 52,4227.355072463768,4473.962121601921,public,1.35191995209035,103.753670851157,BUKIT BATOK,GUILIN
505 CHOA CHU KANG ST 51,3221.09375,3425.0709026658315,public,1.38883086726466,103.742049272446,CHOA CHU KANG,CHOA CHU KANG NORTH
505 HOUGANG AVE 8,4825.140449438202,4825.140449438202,public,1.37305966832955,103.887655080049,HOUGANG,HOUGANG WEST
505 JELAPANG RD,3597.560975609756,3838.65384109901,public,1.38454226730659,103.767683903715,BUKIT PANJANG,SAUJANA
505 PASIR RIS ST 52,5017.9499291450165,5127.9158833254605,public,1.37665440089895,103.94523481723,PASIR RIS,PASIR RIS CENTRAL
505 SERANGOON NTH AVE 4,4556.451612903225,4776.625310173697,public,1.37324463481653,103.876301643689,SERANGOON,SERANGOON NORTH
505 TAMPINES CTRL 1,4885.321100917431,5306.805684673608,public,1.3555484823662,103.945616071023,TAMPINES,TAMPINES EAST
505 WEST COAST DR,4130.434782608696,4130.434782608696,public,1.31227843644678,103.759978928244,CLEMENTI,CLEMENTI CENTRAL
505 WOODLANDS DR 14,3764.227642276423,3925.93421671042,public,1.43219452634829,103.791155512188,WOODLANDS,WOODLANDS SOUTH
505A YISHUN ST 51,5073.529411764706,5165.010591052691,public,1.41884459566005,103.84482453185,YISHUN,LOWER SELETAR
505B YISHUN ST 51,4946.236559139785,5051.907546492833,public,1.41924161070524,103.844941652639,YISHUN,LOWER SELETAR
505C YISHUN ST 51,5108.111266947171,5040.210618867105,public,1.41923754461468,103.844227928881,YISHUN,LOWER SELETAR
505D YISHUN ST 51,4945.944366526413,5077.914446413245,public,1.41883284175427,103.844225827265,YISHUN,LOWER SELETAR
506 ANG MO KIO AVE 8,4852.941176470588,4854.171326164875,public,1.37440041920745,103.84893617353,ANG MO KIO,CHENG SAN
506 BEDOK NTH AVE 3,4852.941176470588,4732.550420168067,public,1.33214280816285,103.933720223574,BEDOK,BEDOK NORTH
506 BISHAN ST 11,6966.019417475728,6828.973805864616,public,1.34917198788036,103.849165453932,BISHAN,BISHAN EAST
506 BT BATOK ST 52,4291.666666666666,4701.778656126482,public,1.3522483162653,103.754663779161,BUKIT BATOK,GUILIN
506 CHOA CHU KANG ST 51,3520.433653077538,3753.06729249888,public,1.3887781628167,103.741831087827,CHOA CHU KANG,CHOA CHU KANG NORTH
506 HOUGANG AVE 8,4785.714285714285,4766.774312120462,public,1.37276572375702,103.887618824824,HOUGANG,HOUGANG WEST
506 JELAPANG RD,4313.725490196079,4334.572636742284,public,1.3870334545891,103.768120654409,BUKIT PANJANG,SAUJANA
506 JURONG WEST ST 52,4943.181818181818,4890.970515970516,public,1.34911301335269,103.718764842328,JURONG WEST,HONG KAH
506 PASIR RIS ST 52,4703.939537080774,4762.743504959849,public,1.37698794423045,103.944846221786,PASIR RIS,PASIR RIS CENTRAL
