full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,latitude,longitude,planning_area,subzone
682C EDGEDALE PLAINS,6735.294117647059,6721.13287837316,public,1.40361989457669,103.915524665337,PUNGGOL,WATERWAY EAST
682C JURONG WEST CTRL 1,4342.722366651726,4416.42592256332,public,1.34315290702888,103.70539456284,JURONG WEST,JURONG WEST CENTRAL
682C WOODLANDS DR 73,4104.166666666667,4257.236363884424,public,1.44075549422421,103.804264107553,WOODLANDS,WOODLANDS EAST
682D WOODLANDS DR 73,3791.071428571429,4232.563089922437,public,1.44096063753942,103.804726530731,WOODLANDS,WOODLANDS EAST
683 HOUGANG AVE 8,4031.25,4041.6666666666665,public,1.37332122552781,103.88636553205,HOUGANG,HOUGANG WEST
683 TESSENSOHN RD,5951.456310679611,5994.2254590297325,public,1.31445853642293,103.856019195126,KALLANG,LAVENDER
683A CHOA CHU KANG CRES,3618.181818181818,3757.632081054304,public,1.40385480382021,103.745492505499,CHOA CHU KANG,YEW TEE
683A EDGEDALE PLAINS,6862.903225806452,6849.59687961206,public,1.4042634439442,103.915371364318,PUNGGOL,WATERWAY EAST
683A JURONG WEST CTRL 1,4947.368421052632,4981.704671392705,public,1.34260903139995,103.704847787281,JURONG WEST,JURONG WEST CENTRAL
683A WOODLANDS DR 62,3737.864077669903,4132.756556932688,public,1.44009790636881,103.802892551515,WOODLANDS,WOODLANDS EAST
683B CHOA CHU KANG CRES,4227.272727272727,4066.806764659396,public,1.40376671076444,103.746257887648,CHOA CHU KANG,YEW TEE
683B EDGEDALE PLAINS,6870.967741935484,6778.494483097898,public,1.40470105849924,103.91498813455,PUNGGOL,WATERWAY EAST
683B JURONG WEST CTRL 1,5118.310767246938,5260.283932153271,public,1.34297156674521,103.704760487896,JURONG WEST,JURONG WEST CENTRAL
683B WOODLANDS DR 62,4547.723221520013,4247.50870809006,public,1.44099752205788,103.802849645543,WOODLANDS,WOODLANDS EAST
683C CHOA CHU KANG CRES,3545.454545454545,3860.651067172806,public,1.40467861884756,103.746314893319,CHOA CHU KANG,YEW TEE
683C EDGEDALE PLAINS,6526.548672566372,6512.955994429018,public,1.40407354883276,103.914648681819,PUNGGOL,WATERWAY EAST
683C JURONG WEST ST 64,4918.414414414415,5001.483461635967,public,1.34333442575136,103.704701215266,JURONG WEST,JURONG WEST CENTRAL
683C WOODLANDS DR 62,3760.3305785123966,3980.3703308831946,public,1.44111509906694,103.803347920978,WOODLANDS,WOODLANDS EAST
683D WOODLANDS DR 62,4446.601941747573,4406.727847194877,public,1.44074675290862,103.803139356416,WOODLANDS,WOODLANDS EAST
684 HOUGANG AVE 8,4375.0,4687.67513368984,public,1.3739584050047,103.886898456705,HOUGANG,HOUGANG WEST
684 RACE COURSE RD,5873.015873015873,6020.4594333730765,public,1.31430707569496,103.856659538355,KALLANG,LAVENDER
684A CHOA CHU KANG CRES,3516.666666666667,3842.556055056055,public,1.40400608389802,103.746767050296,CHOA CHU KANG,YEW TEE
684A EDGEDALE PLAINS,6903.225806451613,6880.469458412936,public,1.40279379493336,103.915878602831,PUNGGOL,WATERWAY EAST
684A JURONG WEST ST 64,5093.819256340803,5110.41580717206,public,1.34399837379521,103.703927197949,JURONG WEST,JURONG WEST CENTRAL
684A WOODLANDS DR 73,3652.165795369679,3998.102572576919,public,1.4411312628412,103.805148060847,WOODLANDS,WOODLANDS EAST
684B CHOA CHU KANG CRES,3977.777777777778,4270.889531242473,public,1.40389957807762,103.747236264641,CHOA CHU KANG,YEW TEE
684B EDGEDALE PLAINS,7061.946902654867,7012.062401539421,public,1.40302713233008,103.915005575569,PUNGGOL,WATERWAY EAST
684B JURONG WEST ST 64,4909.90990990991,4920.83378392221,public,1.34383999434612,103.704216582811,JURONG WEST,JURONG WEST CENTRAL
684B WOODLANDS DR 73,3706.287473667153,3897.397092650441,public,1.44183723559288,103.804766373294,WOODLANDS,WOODLANDS EAST
684C CHOA CHU KANG CRES,3572.222222222222,3927.41189033189,public,1.40454365827993,103.747282690567,CHOA CHU KANG,YEW TEE
684C EDGEDALE PLAINS,6870.967741935484,6811.16003960502,public,1.40349238743113,103.914765251205,PUNGGOL,WATERWAY EAST
684C JURONG WEST ST 64,4837.3372972972975,4858.062123580721,public,1.34358659212537,103.704502970823,JURONG WEST,JURONG WEST CENTRAL
684C WOODLANDS DR 62,3636.363636363637,4067.6184768582566,public,1.44140171851717,103.803998172951,WOODLANDS,WOODLANDS EAST
684D CHOA CHU KANG CRES,3963.963963963964,4084.266917422473,public,1.40467820311031,103.746800063318,CHOA CHU KANG,YEW TEE
684D EDGEDALE PLAINS,6860.215053763441,6893.395259549786,public,1.40365173571937,103.914094838628,PUNGGOL,WATERWAY EAST
684D WOODLANDS DR 73,3932.7731092436975,4156.155165069576,public,1.44135791662657,103.80450821919,WOODLANDS,WOODLANDS EAST
685 HOUGANG ST 61,5351.5625,5314.0625,public,1.37499002963882,103.88598223129,HOUGANG,HOUGANG WEST
685 RACE COURSE RD,5634.920634920635,5888.189278556737,public,1.31400583508364,103.856831276139,KALLANG,LAVENDER
685A CHOA CHU KANG CRES,4454.545454545455,4242.144600908237,public,1.40378102388881,103.747662621714,CHOA CHU KANG,YEW TEE
685A JURONG WEST ST 64,4772.727272727273,4742.220177924228,public,1.34325837557548,103.704160122681,JURONG WEST,JURONG WEST CENTRAL
685B CHOA CHU KANG CRES,3527.2727272727275,3764.139092627982,public,1.40363737705198,103.748176927162,CHOA CHU KANG,YEW TEE
685B JURONG WEST ST 64,4806.451612903225,4956.445074070271,public,1.34292038876781,103.704168834122,JURONG WEST,JURONG WEST CENTRAL
685B WOODLANDS DR 73,4243.478260869565,4275.243420310056,public,1.44133342839662,103.806136164821,WOODLANDS,WOODLANDS EAST
685C CHOA CHU KANG CRES,4023.529411764706,4459.573533011736,public,1.40349428170579,103.748677231954,CHOA CHU KANG,YEW TEE
685C JURONG WEST CTRL 1,5013.513513513513,5104.794464388891,public,1.34255459489451,103.704167639495,JURONG WEST,JURONG WEST CENTRAL
685C WOODLANDS DR 73,3690.714795839156,3918.8130561640464,public,1.44168775932162,103.805788847375,WOODLANDS,WOODLANDS EAST
686 HOUGANG ST 61,4880.952380952381,4702.836084349121,public,1.37574544429752,103.885412786027,HOUGANG,HOUGANG WEST
686A CHOA CHU KANG CRES,3600.0,3880.2921644376192,public,1.40438956727531,103.74785640306,CHOA CHU KANG,YEW TEE
686A JURONG WEST CTRL 1,5322.190199871051,5351.966823259267,public,1.34174841752629,103.704794256868,JURONG WEST,JURONG WEST CENTRAL
686A WOODLANDS DR 73,3909.2011944755504,4075.639588638743,public,1.44213596324067,103.8056199239,WOODLANDS,WOODLANDS EAST
686B CHOA CHU KANG CRES,3764.1414141414143,3996.917479260336,public,1.40466479917824,103.748504488379,CHOA CHU KANG,YEW TEE
686B JURONG WEST CTRL 1,5053.763440860215,5135.552883959199,public,1.34196179294463,103.704542156963,JURONG WEST,JURONG WEST CENTRAL
686B WOODLANDS DR 73,4026.279569892473,4232.537051681013,public,1.44263056953759,103.806312715296,WOODLANDS,WOODLANDS EAST
686C CHOA CHU KANG CRES,4721.564705882353,4549.269793498795,public,1.40468369607815,103.74900201661,CHOA CHU KANG,YEW TEE
686C JURONG WEST CTRL 1,4909.90990990991,4943.991886236146,public,1.34226609525472,103.704309342374,JURONG WEST,JURONG WEST CENTRAL
686C WOODLANDS DR 73,4298.245614035088,4218.200422319221,public,1.44214483209286,103.806870038855,WOODLANDS,WOODLANDS EAST
686D CHOA CHU KANG CRES,3611.1111111111113,3881.725866453139,public,1.40409115425561,103.748146195734,CHOA CHU KANG,YEW TEE
687 HOUGANG ST 61,4044.9438202247193,4184.863565763384,public,1.3762254502561,103.885072860925,HOUGANG,HOUGANG WEST
687 JURONG WEST CTRL 1,4875.0,4959.163916726203,public,1.34153247772335,103.705669897207,JURONG WEST,JURONG WEST CENTRAL
687A CHOA CHU KANG DR,4709.090909090909,4292.40193236715,public,1.40451101735306,103.750161262445,CHOA CHU KANG,YEW TEE
687A WOODLANDS DR 75,3684.2105263157896,3930.11307767945,public,1.44100430753825,103.807223345894,WOODLANDS,WOODLANDS EAST
687B CHOA CHU KANG DR,3666.666666666667,4057.659595959596,public,1.40440569281917,103.750668870917,CHOA CHU KANG,YEW TEE
687B WOODLANDS DR 75,4217.391304347826,4448.025032497944,public,1.44188538567396,103.807161950468,WOODLANDS,WOODLANDS EAST
687C CHOA CHU KANG DR,3588.8888888888887,3878.862401795736,public,1.40368559369126,103.751204967067,CHOA CHU KANG,YEW TEE
687C WOODLANDS DR 75,3771.929824561404,3996.864262558986,public,1.44180897954114,103.806372444994,WOODLANDS,WOODLANDS EAST
687D CHOA CHU KANG DR,3727.272727272728,4057.361116361116,public,1.40368580815325,103.751581291592,CHOA CHU KANG,YEW TEE
688 HOUGANG ST 61,4589.479088872293,4691.864614801508,public,1.37616179146764,103.885549843468,HOUGANG,HOUGANG WEST
688 JURONG WEST CTRL 1,4583.333333333333,4773.530546706347,public,1.34110457354081,103.705352925978,JURONG WEST,JURONG WEST CENTRAL
688A CHOA CHU KANG DR,3562.477922077922,3909.758873071373,public,1.40396387456119,103.750566306243,CHOA CHU KANG,YEW TEE
688A WOODLANDS DR 75,3753.030303030303,4149.732620320856,public,1.44282519946342,103.807197738189,WOODLANDS,WOODLANDS EAST
688B CHOA CHU KANG DR,4313.131313131313,4146.143704604575,public,1.40343593772923,103.75033691367,CHOA CHU KANG,YEW TEE
688B WOODLANDS DR 75,3803.535353535354,4105.311447811448,public,1.44346858175011,103.807033335539,WOODLANDS,WOODLANDS EAST
688C CHOA CHU KANG CRES,3800.0,4064.64582865694,public,1.40318759203056,103.750991222662,CHOA CHU KANG,YEW TEE
688C WOODLANDS DR 75,3890.909090909091,4156.212216043795,public,1.4432815186216,103.807293791116,WOODLANDS,WOODLANDS EAST
688D WOODLANDS DR 75,3794.949494949495,3918.1493993994,public,1.44341960518743,103.807696359787,WOODLANDS,WOODLANDS EAST
688E WOODLANDS DR 75,4045.4545454545455,4343.897213960372,public,1.44381513960749,103.807945069315,WOODLANDS,WOODLANDS EAST
688F WOODLANDS DR 75,3963.636363636364,4178.14683982684,public,1.44416134930045,103.807998180594,WOODLANDS,WOODLANDS EAST
689 HOUGANG ST 61,4054.054054054054,4217.121473750273,public,1.3764920735414,103.885771949604,HOUGANG,HOUGANG WEST
689 JURONG WEST CTRL 1,4779.667175350629,4850.043911921871,public,1.34083504320183,103.706006657162,JURONG WEST,JURONG WEST CENTRAL
689A CHOA CHU KANG DR,3929.79797979798,4031.2580348943984,public,1.40298901385209,103.750320068403,CHOA CHU KANG,YEW TEE
689A WOODLANDS DR 75,4000.0,4211.012736056215,public,1.44438629292754,103.807925409687,WOODLANDS,WOODLANDS EAST
689B CHOA CHU KANG DR,3679.292929292929,3925.652356902357,public,1.40313482841143,103.749793059631,CHOA CHU KANG,YEW TEE
689B WOODLANDS DR 75,4100.0,4188.363636363636,public,1.44446942805204,103.808397457375,WOODLANDS,WOODLANDS EAST
689C WOODLANDS DR 75,4449.49494949495,4197.878787878788,public,1.44481204614487,103.808406093876,WOODLANDS,WOODLANDS EAST
689D WOODLANDS DR 75,3777.777777777778,3906.142264752791,public,1.44428501569009,103.808741948979,WOODLANDS,WOODLANDS EAST
689E WOODLANDS DR 75,3972.222222222222,4190.822377622378,public,1.44392045317552,103.808674247275,WOODLANDS,WOODLANDS EAST
689F WOODLANDS DR 75,3818.181818181818,4059.702310575038,public,1.44357856654871,103.808771154988,WOODLANDS,WOODLANDS EAST
69 BEDOK STH AVE 3,4558.728098637248,4751.872200503316,public,1.31935026360524,103.943632360195,BEDOK,BEDOK SOUTH
69 CIRCUIT RD,4375.0,4542.804775869292,public,1.32502329293423,103.887461497078,GEYLANG,MACPHERSON
69 LOR 4 TOA PAYOH,4580.645161290323,4745.183691756272,public,1.33418088520743,103.852706937473,TOA PAYOH,BOON TECK
69 MOULMEIN RD,6428.571428571428,6430.15873015873,public,1.31895176233165,103.850517972593,NOVENA,MOULMEIN
69 REDHILL CL,7470.588235294118,7593.082781948684,public,1.2870165287153,103.816374778847,BUKIT MERAH,REDHILL
69 TELOK BLANGAH HTS,5710.403726708075,5780.146785581568,public,1.27558342805007,103.810314018607,BUKIT MERAH,TELOK BLANGAH DRIVE
690 HOUGANG ST 61,4083.3333333333335,4230.17342217317,public,1.3769320572703,103.885697042104,HOUGANG,HOUGANG WEST
690 JURONG WEST CTRL 1,4703.389830508475,4860.449648696709,public,1.34135748843057,103.706707486532,JURONG WEST,JURONG WEST CENTRAL
690A CHOA CHU KANG CRES,3800.0,4158.027548209367,public,1.40277627634375,103.751539941559,CHOA CHU KANG,YEW TEE
690A WOODLANDS DR 75,3688.8888888888887,3999.105651105651,public,1.4435841754527,103.808407333102,WOODLANDS,WOODLANDS EAST
690B CHOA CHU KANG CRES,3940.0,4215.8304,public,1.40318377742922,103.751873055849,CHOA CHU KANG,YEW TEE
690B WOODLANDS DR 75,3876.533333333333,4192.796197266785,public,1.44329551571584,103.808168157956,WOODLANDS,WOODLANDS EAST
690C CHOA CHU KANG CRES,3636.363636363637,3844.88212797778,public,1.4026489125138,103.751931750242,CHOA CHU KANG,YEW TEE
690C WOODLANDS DR 75,3750.0,4024.226801346801,public,1.44298235333791,103.807978941276,WOODLANDS,WOODLANDS EAST
690D CHOA CHU KANG CRES,3775.2469696969697,3958.312101390673,public,1.4019620367156,103.751987230663,CHOA CHU KANG,YEW TEE
690D WOODLANDS DR 75,3800.0,4219.96151996152,public,1.44261596598046,103.807852213015,WOODLANDS,WOODLANDS EAST
690E WOODLANDS DR 75,4263.636363636364,4365.154156954157,public,1.44216549395902,103.808040672708,WOODLANDS,WOODLANDS EAST
690F WOODLANDS DR 75,4000.0,4198.136988936989,public,1.44268598668095,103.807433131663,WOODLANDS,WOODLANDS EAST
691 HOUGANG ST 61,5078.125,5070.3125,public,1.37671763294767,103.886528862873,HOUGANG,HOUGANG WEST
691 JURONG WEST CTRL 1,4747.474747474747,4885.596482563426,public,1.34194049467435,103.706311118578,JURONG WEST,JURONG WEST CENTRAL
691A CHOA CHU KANG CRES,3800.0,4218.169778114606,public,1.40115779753494,103.751471709468,CHOA CHU KANG,YEW TEE
691A WOODLANDS DR 73,6035.3893805309735,6055.917552573985,public,1.44030360618925,103.806660428381,WOODLANDS,WOODLANDS EAST
691B CHOA CHU KANG CRES,3700.0,3970.6608523751374,public,1.40162672032469,103.751577560463,CHOA CHU KANG,YEW TEE
691B WOODLANDS DR 73,6061.946902654868,6048.281690098963,public,1.44029961420554,103.805892481401,WOODLANDS,WOODLANDS EAST
691C WOODLANDS DR 73,6014.860785992958,6112.280806927396,public,1.43981455081875,103.806041331649,WOODLANDS,WOODLANDS EAST
691D WOODLANDS DR 73,6194.690265486725,6165.245741745171,public,1.43951622531014,103.805687652889,WOODLANDS,WOODLANDS EAST
692 HOUGANG ST 61,5202.247191011236,5079.062623925975,public,1.37664719414577,103.886771607076,HOUGANG,HOUGANG WEST
692 JURONG WEST CTRL 1,5078.740157480315,4968.492773375537,public,1.3420307700464,103.706780617911,JURONG WEST,JURONG WEST CENTRAL
692A CHOA CHU KANG CRES,3638.8888888888887,4023.234327400994,public,1.4002092135442,103.751271374918,CHOA CHU KANG,YEW TEE
692B CHOA CHU KANG CRES,3791.208791208792,4137.5842221808325,public,1.40067815960728,103.751377169268,CHOA CHU KANG,YEW TEE
693 HOUGANG ST 61,5168.539325842697,4713.740379470717,public,1.3766979699603,103.887541049902,HOUGANG,HOUGANG WEST
693 JURONG WEST CTRL 1,4754.901960784314,4813.657369264943,public,1.34290033614079,103.706185188199,JURONG WEST,JURONG WEST CENTRAL
693A WOODLANDS AVE 6,6138.045540796964,6200.439145114454,public,1.43878176413502,103.803707797971,WOODLANDS,WOODLANDS EAST
693B WOODLANDS AVE 6,6413.04347826087,6623.011872949295,public,1.43850605916385,103.804250612304,WOODLANDS,WOODLANDS EAST
693C WOODLANDS AVE 6,6441.8158567774935,6526.19172383154,public,1.43809963308743,103.804429883799,WOODLANDS,WOODLANDS EAST
694 HOUGANG ST 61,4426.5625,4842.708333333333,public,1.37606364168578,103.88793921959,HOUGANG,HOUGANG WEST
694 JURONG WEST CTRL 1,4490.566037735849,4638.950457573579,public,1.34302581757333,103.706879606888,JURONG WEST,JURONG WEST CENTRAL
694A WOODLANDS DR 62,6288.04347826087,6251.383389630902,public,1.43905183955493,103.804395663183,WOODLANDS,WOODLANDS EAST
694B WOODLANDS DR 62,6176.991150442478,6109.098715593674,public,1.43913929900172,103.804976766892,WOODLANDS,WOODLANDS EAST
694C WOODLANDS DR 62,6104.567933368037,6119.003945573749,public,1.43882273055925,103.80571417998,WOODLANDS,WOODLANDS EAST
694D WOODLANDS DR 62,6593.381074168798,6943.469521161799,public,1.43860258381124,103.805091219141,WOODLANDS,WOODLANDS EAST
695 HOUGANG ST 61,4471.153846153846,4467.619320967475,public,1.37631485193476,103.887473606594,HOUGANG,HOUGANG WEST
695 JURONG WEST CTRL 1,4637.902330743618,4781.104012913805,public,1.34256318025628,103.707422156902,JURONG WEST,JURONG WEST CENTRAL
696 HOUGANG ST 61,4019.513513513513,4524.539782360777,public,1.37596449465842,103.887423583259,HOUGANG,HOUGANG WEST
696 JURONG WEST CTRL 1,4509.607843137255,4656.176672110783,public,1.3421108096702,103.707477387507,JURONG WEST,JURONG WEST CENTRAL
697 HOUGANG ST 61,4800.0,4880.541018772974,public,1.37554033809538,103.887475138873,HOUGANG,HOUGANG WEST
697A JURONG WEST CTRL 3,6902.654867256637,6859.596270570972,public,1.34103443749636,103.708340995245,JURONG WEST,JURONG WEST CENTRAL
697B JURONG WEST CTRL 3,6974.574769666902,6991.14241329645,public,1.34067930866793,103.708445480847,JURONG WEST,JURONG WEST CENTRAL
697C JURONG WEST CTRL 3,7264.495575221239,7319.444445521426,public,1.34047236407142,103.708354717703,JURONG WEST,JURONG WEST CENTRAL
698 HOUGANG ST 61,4531.25,4819.139938712972,public,1.3750613898604,103.886910503596,HOUGANG,HOUGANG WEST
698A HOUGANG ST 61,4800.0,4801.294481848186,public,1.37501378353128,103.887337730531,HOUGANG,HOUGANG WEST
698A JURONG WEST CTRL 3,7297.872340425532,7196.224447225699,public,1.341091607667,103.708023659485,JURONG WEST,JURONG WEST CENTRAL
698B HOUGANG ST 61,5357.4,5280.945000000001,public,1.37480681507579,103.887708468033,HOUGANG,HOUGANG WEST
698B JURONG WEST CTRL 3,6911.764705882353,7033.619754607223,public,1.3406512946922,103.707506154373,JURONG WEST,JURONG WEST CENTRAL
698C HOUGANG ST 52,4865.95744680851,5127.340896249647,public,1.37525196763041,103.888186047391,HOUGANG,HOUGANG WEST
698C JURONG WEST CTRL 3,6773.402909550918,6731.269910762595,public,1.34028016730054,103.707599009323,JURONG WEST,JURONG WEST CENTRAL
698D HOUGANG ST 52,4822.297872340425,4955.903073286052,public,1.37563704439197,103.888739165173,HOUGANG,HOUGANG WEST
699 HOUGANG ST 52,4341.666666666667,4485.886983471074,public,1.3759206561885,103.889190256015,HOUGANG,HOUGANG WEST
699A HOUGANG ST 52,4720.833333333333,5003.244785517512,public,1.37697211655509,103.888864094008,HOUGANG,HOUGANG WEST
699B HOUGANG ST 52,4200.0,4434.443076923077,public,1.37670290100056,103.888277047979,HOUGANG,HOUGANG WEST
699C HOUGANG ST 52,4650.0,4757.22,public,1.37644094969567,103.888527313943,HOUGANG,HOUGANG WEST
6A BOON TIONG RD,8180.0,8243.609472845996,public,1.28683524831823,103.831347591398,BUKIT MERAH,TIONG BAHRU
6B BOON TIONG RD,8260.869565217392,8199.917543886688,public,1.28654599608856,103.83082447985,BUKIT MERAH,TIONG BAHRU
7 BEDOK STH AVE 2,4591.463414634147,4789.87456445993,public,1.32281544267372,103.93545524391,BEDOK,BEDOK SOUTH
7 BOON KENG RD,9059.42891230861,9193.774089645138,public,1.31678922529744,103.861781918434,KALLANG,BENDEMEER
7 C'WEALTH AVE,7004.716981132076,7122.719480090729,public,1.30645647691157,103.794765623549,QUEENSTOWN,HOLLAND DRIVE
7 EVERTON PK,6337.209302325582,6314.964262080328,public,1.27704241157112,103.839265036858,BUKIT MERAH,EVERTON PARK
7 GHIM MOH RD,6410.25641025641,6288.150995890934,public,1.31128823600903,103.787230603612,QUEENSTOWN,GHIM MOH
7 HAIG RD,5911.016949152542,5985.359690493736,public,1.31380661212249,103.896910477404,GEYLANG,GEYLANG EAST
7 HOUGANG AVE 3,4745.762711864407,4770.589639532108,public,1.36232721881747,103.893510807642,HOUGANG,KANGKAR
7 JLN BATU,4562.5,4839.090909090909,public,1.33568700445849,103.787831657868,BUKIT TIMAH,SWISS CLUB
7 JLN BT MERAH,5544.117647058823,5496.063858136386,public,1.28730052130543,103.807988268738,BUKIT MERAH,ALEXANDRA HILL
7 KIM TIAN PL,7175.572519083969,7311.148430873622,public,1.28348511207749,103.827043785507,BUKIT MERAH,TIONG BAHRU STATION
7 LOR 7 TOA PAYOH,5833.333333333333,5902.030646083476,public,1.33805369690152,103.857286902601,TOA PAYOH,PEI CHUN
7 LOR LEW LIAN,5081.632653061224,5109.23802510695,public,1.34915702958254,103.877006943654,SERANGOON,UPPER PAYA LEBAR
7 MARINE TER,5968.7651331719135,5850.786924939467,public,1.30409794254107,103.917275409766,MARINE PARADE,MARINE PARADE
