project_name,full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,longitude,latitude,planning_area,subzone
PARRY PARK,62 CHUAN HOE AVENUE PARRY PARK SINGAPORE 549852,18490.083173384515,19361.721436476662,private,103.8782071052286,1.36567703833793,HOUGANG,KOVAN
TAI HWAN GARDEN,16 TAI HWAN HEIGHTS TAI HWAN GARDEN SINGAPORE 555369,16394.83797474025,16566.887391024255,private,103.8603277618338,1.357523019450887,SERANGOON,SERANGOON GARDEN
COASTAL VILLAS,523A UPPER EAST COAST ROAD COASTAL VILLAS SINGAPORE 466550,10422.188310676152,10422.188310676152,private,103.94434169998291,1.316284659674856,BEDOK,BEDOK SOUTH
THE JOVELL,17 FLORA DRIVE THE JOVELL SINGAPORE 506855,14312.103174603177,14419.852301292904,private,103.9662137012406,1.357741574302462,PASIR RIS,FLORA DRIVE
ROSYTH RESIDENCE,37 ROSYTH ROAD ROSYTH RESIDENCE SINGAPORE 546200,10364.583333333334,10203.13629344898,private,103.87910644688516,1.3628980247290292,HOUGANG,KOVAN
SIGNATURE RESIDENCE,11 GREEN LANE SIGNATURE RESIDENCE SINGAPORE 438916,13488.372093023256,13488.372093023256,private,103.89241526979204,1.3110709279150117,GEYLANG,GEYLANG EAST
PONGGOL PARK,203F PONGGOL SEVENTEENTH AVENUE PONGGOL PARK SINGAPORE 829669,10641.770005404973,11121.481170566694,private,103.90381088344552,1.4152482439371976,PUNGGOL,NORTHSHORE
FLORA EAST,239 JOO CHIAT PLACE FLORA EAST SINGAPORE 427931,12400.0,12667.407407407409,private,103.90562117799035,1.314337691758085,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in ENG KONG ROAD,82 ENG KONG ROAD ENG KONG PARK SINGAPORE 599063,20387.38909214125,20684.66596304733,private,103.76774272874924,1.3362934744750696,BUKIT TIMAH,ANAK BUKIT
VILLA PONDER ROSA,34 LORONG ONG LYE VILLA PONDER ROSA SINGAPORE 536405,12235.887732576472,14171.439970220206,private,103.8788227941582,1.3487193154683277,SERANGOON,UPPER PAYA LEBAR
LANDED HOUSING DEVELOPMENT in LORONG 6 REALTY PARK,42 LORONG 6 REALTY PARK PEOPLE'S GARDEN SINGAPORE 536855,15062.130350896172,15062.130350896172,private,103.88918401580416,1.368692881631798,HOUGANG,HOUGANG CENTRAL
THE CARRARA,801 MOUNTBATTEN ROAD THE CARRARA SINGAPORE 437801,32827.380952380954,33047.48226861167,private,103.89621742287731,1.302003129130956,MARINE PARADE,MOUNTBATTEN
LANDED HOUSING DEVELOPMENT in JALAN BENA,18 JALAN BENA BENA PARK SINGAPORE 499329,8113.590263691684,8113.590263691684,private,103.969718428473,1.3538624502287633,CHANGI,CHANGI WEST
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,9823.529411764706,9823.529411764706,private,103.8745693225098,1.3440137384186157,SERANGOON,UPPER PAYA LEBAR
LANDED HOUSING DEVELOPMENT in PENNEFATHER ROAD,9 PENNEFATHER ROAD SINGAPORE 424438,18245.00434404865,18245.00434404865,private,103.9011791113792,1.309094342261781,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in LORONG STANGEE,62 LORONG STANGEE SINGAPORE 425053,22688.30373545621,22794.073515576707,private,103.90751090226816,1.3092942764014233,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in LORONG CHUAN,372E LORONG CHUAN GOLDEN CHUAN VILLE SINGAPORE 556817,14078.17364233829,14496.307496446154,private,103.86853048221698,1.361685839868597,SERANGOON,SERANGOON GARDEN
THE SCALA,130 SERANGOON AVENUE 3 THE SCALA SINGAPORE 554479,17272.727272727272,17302.05718094527,private,103.8653690398686,1.3503160559127567,SERANGOON,SERANGOON CENTRAL
TRUSSVILLE,61E PAYA LEBAR CRESCENT TRUSSVILLE SINGAPORE 534214,7463.768115942029,8032.170870529917,private,103.88413058918631,1.3493644165015637,HOUGANG,TAI SENG
HERITAGE 9,61 KOON SENG ROAD HERITAGE 9 SINGAPORE 426996,27347.591343683187,27347.591343683187,private,103.9039505235918,1.3113848083015958,GEYLANG,GEYLANG EAST
VERDURE VILLAS,5 PONGGOL TWENTY-FOURTH AVENUE VERDURE VILLAS SINGAPORE 829483,12170.308744037076,12579.4694374657,private,103.90956204297306,1.4187980839300136,PUNGGOL,NORTHSHORE
CANTIZ @ RAMBAI,21 RAMBAI ROAD CANTIZ @ RAMBAI SINGAPORE 424340,12827.16049382716,14023.492317257304,private,103.9058692554413,1.3108888922907405,MARINE PARADE,KATONG
SEASONS VIEW,7 PEMIMPIN DRIVE SEASONS VIEW SINGAPORE 576150,12349.056603773584,12783.63731037707,private,103.84096637602696,1.3521703128454758,BISHAN,MARYMOUNT
MARINE GARDEN,12B SIGLAP ROAD MARINE GARDEN SINGAPORE 455845,14285.714285714286,15485.088128702151,private,103.92676517843609,1.309890816459617,BEDOK,FRANKEL
CAMELOT BY-THE-WATER,112 TANJONG RHU ROAD CAMELOT BY-THE-WATER SINGAPORE 436929,18007.09219858156,17843.720035330436,private,103.8758468866942,1.2976912554151645,KALLANG,TANJONG RHU
HOCK SENG PARK,60 JALAN JAMBU AYER HOCK SENG PARK SINGAPORE 588810,21525.79930357708,22982.0147884132,private,103.78649245362188,1.3381404431498871,BUKIT TIMAH,SWISS CLUB
VERSILIA ON HAIG,33 IPOH LANE VERSILIA ON HAIG SINGAPORE 438641,17619.04761904762,17580.920676770827,private,103.89602075271728,1.3122448300897191,GEYLANG,GEYLANG EAST
PARK GREEN,12 RIVERVALE LINK PARK GREEN SINGAPORE 545045,9085.714285714286,9418.39841890534,private,103.90016647091268,1.3812164719252582,SENGKANG,RIVERVALE
CAVENDISH PARK,20 PINE GROVE CAVENDISH PARK SINGAPORE 597595,14781.629332999626,14755.912242360402,private,103.77599440397437,1.316695863892564,BUKIT TIMAH,ULU PANDAN
LANDED HOUSING DEVELOPMENT in LORONG J TELOK KURAU,63 LORONG J TELOK KURAU J@63 SINGAPORE 425861,17313.8367535216,18222.320927293436,private,103.90900993936548,1.3140692443558688,BEDOK,FRANKEL
IVORY APARTMENTS,563 EAST COAST ROAD IVORY APARTMENTS SINGAPORE 429079,10937.5,10937.5,private,103.9156912079776,1.3101398121782186,BEDOK,FRANKEL
THE TREELINE,112 LORONG G TELOK KURAU THE TREELINE SINGAPORE 426315,14505.528255528256,14874.9054999055,private,103.91377679852236,1.3176086167981516,BEDOK,FRANKEL
EMPRADO SUITES,93 LORONG N TELOK KURAU EMPRADO SUITES SINGAPORE 425244,15180.890538033396,14947.262698840435,private,103.91548507377676,1.3108763173054014,BEDOK,FRANKEL
FRANKEL ESTATE,109A FRANKEL AVENUE FRANKEL ESTATE SINGAPORE 458228,18015.722415963588,18442.647335371432,private,103.92064498152,1.3132683213852865,BEDOK,FRANKEL
PINEVALE,12 TAMPINES STREET 73 PINEVALE SINGAPORE 528828,8541.666666666668,9042.42299968343,private,103.93325352233164,1.3584501925725994,TAMPINES,TAMPINES WEST
SUITES TWENTY-TWO,275 CHANGI ROAD JING SUITES SINGAPORE 419755,13541.666666666666,13886.7692951527,private,103.9078629980701,1.3168892998261097,BEDOK,FRANKEL
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,11704.545454545456,11011.164923651342,private,103.87934963816338,1.3468588886778217,SERANGOON,UPPER PAYA LEBAR
LANDED HOUSING DEVELOPMENT in ST. HELIER'S AVENUE,SAINT HELIER'S AVENUE,14091.128078601982,13801.105663106508,private,103.8719589532487,1.3614923040203373,SERANGOON,SERANGOON GARDEN
ROSYTH LODGE,5 ROSYTH ROAD ROSYTH LODGE SINGAPORE 546143,13304.347826086956,13304.347826086956,private,103.87441190978892,1.363153425727369,HOUGANG,KOVAN
ROSYTH VILLE,3 ROSYTH ROAD ROSYTH VILLE SINGAPORE 546134,11052.22709660892,11003.258587305168,private,103.87423364312131,1.362902443413771,HOUGANG,KOVAN
TECK CHYE GARDENS,5A LIM TUA TOW ROAD TECK CHYE GARDENS SINGAPORE 547716,12866.191607284243,12866.191607284243,private,103.8767208589883,1.3537998954410164,SERANGOON,SERANGOON CENTRAL
GLAMOUR VILLE,1 LORONG N TELOK KURAU GLAMOUR VILLE SINGAPORE 425120,13648.818705853697,13648.818705853697,private,103.90848070480082,1.3093844372039958,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in ROBEY CRESCENT,10H ROBEY CRESCENT SINGAPORE 546282,14621.847743257831,14621.847743257831,private,103.88188687367368,1.3678935739093387,HOUGANG,KOVAN
THOMSON V ONE,9 SIN MING ROAD THOMSON V ONE SINGAPORE 575630,15769.23076923077,15238.67527689546,private,103.83556472982148,1.3531949533977476,BISHAN,UPPER THOMSON
CELADON VIEW,45 JALAN LOYANG BESAR CELADON VIEW SINGAPORE 507029,10167.644237652112,10097.52314494546,private,103.95659135191325,1.3783498570512756,PASIR RIS,PASIR RIS PARK
ESTERINA,12 HAIG AVENUE ESTERINA SINGAPORE 438867,12524.852724594992,13312.864958788725,private,103.8998807297342,1.307767319593598,MARINE PARADE,KATONG
THE VERTE,118 LORONG H TELOK KURAU THE VERTE SINGAPORE 426146,13831.16883116883,14206.054795556916,private,103.91414142809316,1.3166930437690951,BEDOK,FRANKEL
THE HILLSIDE,345 UPPER BUKIT TIMAH ROAD THE HILLSIDE SINGAPORE 588197,13742.931709438886,14246.613319934286,private,103.7676268398196,1.3527409861541675,BUKIT BATOK,HILLVIEW
LANDED HOUSING DEVELOPMENT in ELIAS ROAD,601B ELIAS ROAD ELIAS VIEW SINGAPORE 512601,11677.520772512911,11677.520772512911,private,103.9476481392454,1.3808311524408636,PASIR RIS,PASIR RIS WEST
RESIDENCE TWENTY-TWO,246 TELOK KURAU ROAD RESIDENCE TWENTY-TWO SINGAPORE 423844,18880.238934586763,19129.124799327998,private,103.91104219779204,1.311012250344173,BEDOK,FRANKEL
BINJAI PARK,90 BINJAI PARK BINJAI PARK SINGAPORE 589882,17075.2688172043,16820.88954231614,private,103.78797137584058,1.3417763113190475,BUKIT TIMAH,SWISS CLUB
AQUENE,25 LORONG BANDANG AQUENE SINGAPORE 426341,15152.941176470587,14994.515560070182,private,103.909113128655,1.314429521338351,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in LORONG PISANG RAJA,40 LORONG PISANG RAJA HOOVER PARK SINGAPORE 597772,19095.373657604046,19047.781809358945,private,103.77238442796808,1.3432267113913223,BUKIT TIMAH,ANAK BUKIT
LANDED HOUSING DEVELOPMENT in HAIG LANE,6 HAIG LANE SINGAPORE 438810,16975.871924259154,19918.736033699588,private,103.8985527824669,1.3086844901637256,MARINE PARADE,KATONG
THE GALE,62 FLORA ROAD THE GALE SINGAPORE 509746,11263.393464052288,11518.235875204962,private,103.96659130939598,1.3590699375939534,PASIR RIS,FLORA DRIVE
LANDED HOUSING DEVELOPMENT in BINJAI PARK,61 BINJAI PARK BINJAI PARK SINGAPORE 589861,15681.846694266716,15681.846694266716,private,103.78739360810896,1.3421191239872383,BUKIT TIMAH,SWISS CLUB
CHANGI GROVE,2 LENGKOK MARIAM CHANGI GROVE SINGAPORE 509106,11393.765675385166,11320.756113712376,private,103.96905332212036,1.3627562995332585,PASIR RIS,FLORA DRIVE
LANDED HOUSING DEVELOPMENT in TOH DRIVE,15 TOH DRIVE TOH ESTATE SINGAPORE 507867,11967.2131147541,11967.2131147541,private,103.97376145843394,1.3633286756260514,PASIR RIS,LOYANG EAST
LANDED HOUSING DEVELOPMENT in SURIN AVENUE,7F SURIN AVENUE ONE SURIN SINGAPORE 533915,13381.4261374228,13283.988006030895,private,103.88270034859109,1.3556752361177626,HOUGANG,LORONG AH SOO
SPRING @ LANGSAT,5 LANGSAT ROAD SPRING @ LANGSAT SINGAPORE 426691,12264.150943396226,12937.602526052551,private,103.90027634798524,1.3151156084406428,GEYLANG,GEYLANG EAST
SERAYA BREEZE,3 SERAYA ROAD SERAYA BREEZE SINGAPORE 437235,15053.763440860215,15266.555812087065,private,103.89980180049382,1.305926503952967,MARINE PARADE,KATONG
SUITES @ EASTCOAST,175 UPPER EAST COAST ROAD SUITES @ EASTCOAST SINGAPORE 455277,17075.471698113208,16452.451244517393,private,103.93260581606368,1.3144907944099118,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in TOH YI ROAD,97 TOH YI DRIVE TOH YI COURT SINGAPORE 596553,19411.763356116186,18809.260341737627,private,103.77236645586515,1.3373387893987492,BUKIT TIMAH,ANAK BUKIT
GOLDEN HEIGHTS,126 SERANGOON AVENUE 3 GOLDEN HEIGHTS SINGAPORE 556126,13363.636363636364,13784.85606534387,private,103.8659254460134,1.3496097189787704,SERANGOON,SERANGOON CENTRAL
LANDED HOUSING DEVELOPMENT in GLASGOW ROAD,23 GLASGOW ROAD GLASGOW RESIDENCE SINGAPORE 549338,13205.09959693579,13625.666626206845,private,103.8803224472456,1.3630292652960236,HOUGANG,KOVAN
CASA ROSA,37 LORONG ONG LYE CASA ROSA SINGAPORE 536445,10791.36690647482,10701.86246977005,private,103.87906099439284,1.3457737596001624,SERANGOON,UPPER PAYA LEBAR
LANDED HOUSING DEVELOPMENT in JALAN GOTONG ROYONG,22 JALAN GOTONG ROYONG SINGAPORE 538300,18673.852308607893,18673.852308607893,private,103.88423177461225,1.3441430293624863,HOUGANG,TAI SENG
SEA ESTA,22 PASIR RIS LINK SEA ESTA SINGAPORE 518158,11982.142857142857,12208.064616418193,private,103.96023426564192,1.3781221764223817,PASIR RIS,PASIR RIS PARK
STADIA,27 YIO CHU KANG ROAD STADIA SINGAPORE 545542,14150.943396226416,14093.91592461615,private,103.8760157636274,1.3556521035766436,SERANGOON,SERANGOON CENTRAL
THE MAKENA,125 MEYER ROAD THE MAKENA SINGAPORE 437936,18488.372093023256,18482.818873193435,private,103.89419155242042,1.2967094109666664,MARINE PARADE,MOUNTBATTEN
EASTWOOD REGENCY,42 EASTWOOD ROAD EASTWOOD REGENCY SINGAPORE 486398,17021.27659574468,16106.398253906653,private,103.9579028298656,1.3215210523862129,BEDOK,BEDOK SOUTH
EQUATORIAL APARTMENTS,54 MEYER ROAD EQUATORIAL APARTMENTS SINGAPORE 437877,18663.793103448275,17916.300140745956,private,103.88799032462865,1.298114940610869,MARINE PARADE,MOUNTBATTEN
GREENRIDGE,59 GREENRIDGE CRESCENT GREENRIDGE SINGAPORE 598947,16068.412888238508,17647.073208832833,private,103.76660104453164,1.3330212081423432,BUKIT TIMAH,ANAK BUKIT
PRINCETON VALE,48 POH HUAT TERRACE PRINCETON VALE SINGAPORE 545161,12890.453145622523,12882.04477587279,private,103.87935589268945,1.3671169013282212,HOUGANG,KOVAN
EASTWOOD PARK,EASTWOOD PARK PLAYGROUND,10561.88605108055,10564.501179983752,private,103.95593571582587,1.322100734416764,BEDOK,BEDOK SOUTH
SEASTRAND,9 PASIR RIS LINK SEASTRAND SINGAPORE 518189,11663.878696309086,11738.672220667606,private,103.96107272475818,1.3755605509020776,PASIR RIS,PASIR RIS PARK
LANDED HOUSING DEVELOPMENT in CHEOW KENG ROAD,11A CHEOW KENG ROAD SINGAPORE 429466,28299.435211251017,28299.435211251017,private,103.9056810060044,1.307220755103102,MARINE PARADE,KATONG
NUOVO,25 ANG MO KIO AVENUE 9 NUOVO SINGAPORE 569788,10706.553290304955,10982.660703971842,private,103.84208825348615,1.385310492347886,ANG MO KIO,YIO CHU KANG WEST
CASA AL MARE,75 JALAN LOYANG BESAR CASA AL MARE SINGAPORE 506930,17358.73015873016,17406.382561728227,private,103.95708961997882,1.3778562960503566,PASIR RIS,PASIR RIS PARK
ROYAL COURT,3 JALAN RAJAWALI ROYAL COURT SINGAPORE 598436,14021.75938868698,14021.75938868698,private,103.76906436327128,1.3436767772944695,BUKIT TIMAH,ANAK BUKIT
LANDED HOUSING DEVELOPMENT in JALAN PACHELI,51 JALAN PACHELI SINGAPORE 557390,13996.717133073136,16620.035840677818,private,103.86375673606466,1.356913354470814,SERANGOON,SERANGOON GARDEN
NOUVELLE PARK,137 POH HUAT ROAD WEST NOUVELLE PARK SINGAPORE 546687,13100.215927956937,13212.673405748345,private,103.87727689557364,1.3668720908012442,HOUGANG,KOVAN
TAI PENG GARDENS,30 JALAN RENGKAM TAI PENG GARDENS SINGAPORE 537584,19248.67724867725,18813.902376700607,private,103.88896666573385,1.3625725830005295,HOUGANG,LORONG AH SOO
BELLEWATERS,27 ANCHORVALE CRESCENT BELLEWATERS SINGAPORE 544657,13284.826974267968,13279.286077434916,private,103.89052927049435,1.399966544902523,SENGKANG,ANCHORVALE
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,10594.059405940594,10594.059405940594,private,103.88032008541862,1.3571476319377755,HOUGANG,KOVAN
CHUAN VILLAS,29 CHUAN CLOSE CHUAN VILLAS SINGAPORE 554904,12027.180507210343,13311.822864486863,private,103.86152109923444,1.349500931576445,SERANGOON,LORONG CHUAN
CHUAN YUAN,84 CHUAN DRIVE CHUAN YUAN SINGAPORE 554561,10798.429319371728,10798.429319371728,private,103.86632101667904,1.3624459818099428,SERANGOON,SERANGOON GARDEN
THE CARPMAELINA,48 CARPMAEL ROAD THE CARPMAELINA SINGAPORE 429974,14178.255372945638,14492.784005781485,private,103.89798649539732,1.3125648122310258,GEYLANG,GEYLANG EAST
KEW COTTAGES,9 LIMAU WALK KEW COTTAGES SINGAPORE 467771,13128.859936759674,13128.859936759674,private,103.95043445452832,1.323358373516043,BEDOK,BEDOK SOUTH
VUE 8 RESIDENCE,99 PASIR RIS HEIGHTS VUE 8 RESIDENCE SINGAPORE 519291,13298.969072164948,13277.147638001245,private,103.94078168451678,1.3823276810293526,PASIR RIS,PASIR RIS WEST
WEMBLY RESIDENCES,28 YIO CHU KANG ROAD WEMBLY RESIDENCES SINGAPORE 545678,12708.826945412313,13190.465029854618,private,103.87644973392848,1.3565637571062068,HOUGANG,KOVAN
MARTIA RESIDENCE,7 MARTIA ROAD MARTIA RESIDENCE SINGAPORE 424794,13596.975865077056,13655.793061510083,private,103.91116278605736,1.3074154424976805,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in BEDOK PLACE,3 BEDOK PLACE BEDOK GROVE SINGAPORE 486076,19605.49910340705,19605.49910340705,private,103.95272342511976,1.3251362909959608,BEDOK,BEDOK SOUTH
HIGH OAK CONDOMINIUM,11 TOH TUCK ROAD HIGH OAK CONDOMINIUM SINGAPORE 596290,11926.605504587156,12247.267262538056,private,103.77158775335936,1.3390465480815834,BUKIT TIMAH,ANAK BUKIT
THE WATERSIDE,11 TANJONG RHU ROAD THE WATERSIDE SINGAPORE 436896,18750.0,18730.0963814043,private,103.88276868821836,1.2967048620096373,KALLANG,TANJONG RHU
D' FRESCO,58 JOO CHIAT LANE D' FRESCO SINGAPORE 428109,13294.698544698544,13336.093609012883,private,103.90381221054751,1.312328040382501,GEYLANG,GEYLANG EAST
RESIDENCE 66,66 TELOK KURAU ROAD RESIDENCE 66 SINGAPORE 423788,13795.348837209302,13421.345514950166,private,103.90866433148273,1.316425631187108,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in HARVEY CRESCENT,40 HARVEY CRESCENT HARVEY VIEW SINGAPORE 489403,12775.061124694375,12775.061124694375,private,103.95406877205043,1.341184136186952,TAMPINES,SIMEI
CHENG SOON GARDEN,52 KISMIS AVENUE CHENG SOON GARDEN SINGAPORE 598229,15736.66849917537,15678.830597212052,private,103.77198831028186,1.3362266867463632,BUKIT TIMAH,ANAK BUKIT
LANDED HOUSING DEVELOPMENT in RAMBAI ROAD,15 RAMBAI ROAD RAMBAI COURT SINGAPORE 424334,17952.127659574468,17488.36230640131,private,103.90479939364532,1.3115785027975744,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in PAYA LEBAR PLACE,32 PAYA LEBAR PLACE CAIFU VIEW SINGAPORE 536009,18481.84818481848,18481.84818481848,private,103.88180465874603,1.3492639608180206,HOUGANG,TAI SENG
SKY EDEN@BEDOK,1 BEDOK CENTRAL SKY EDEN@BEDOK SINGAPORE 469657,22743.80165289256,22693.595411689512,private,103.932366806338,1.3249454636450957,BEDOK,BEDOK NORTH
JADE VINE GARDENS,29 KANG CHOO BIN ROAD JADE VINE GARDENS SINGAPORE 548304,19110.486763682984,19456.652437890927,private,103.88208081711056,1.3647122075200515,HOUGANG,KOVAN
KOVAN GARDENS,24E KOVAN ROAD KOVAN GARDENS SINGAPORE 548075,18690.588551882796,18066.81273083141,private,103.88069578019729,1.358652054653863,HOUGANG,KOVAN
WATERCOLOURS,23 PASIR RIS LINK WATERCOLOURS SINGAPORE 518169,9686.516853932584,10192.32086053163,private,103.95995416795562,1.375952765594673,PASIR RIS,PASIR RIS PARK
THE CONTINUUM,6 THIAM SIEW AVENUE THE CONTINUUM SINGAPORE 436844,29686.567164179105,29724.43609411445,private,103.89512028128834,1.310270580745874,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in FORT ROAD,16B FORT ROAD SINGAPORE 439078,22548.02831142568,22548.02831142568,private,103.88607513560832,1.2993023451077548,MARINE PARADE,MOUNTBATTEN
THE LUXURIE,31 COMPASSVALE ROAD THE LUXURIE SINGAPORE 544759,13607.026143790848,13789.387299352436,private,103.89644750029252,1.3888619645255549,SENGKANG,SENGKANG TOWN CENTRE
CENTRAL VIEW,52 HOUGANG STREET 11 CENTRAL VIEW SINGAPORE 538750,11250.0,11053.1720403575,private,103.87823462339205,1.3530442109513223,HOUGANG,LORONG AH SOO
FLAMINGO VALLEY,468 SIGLAP ROAD FLAMINGO VALLEY SINGAPORE 455943,16853.11658330127,16660.24622917346,private,103.92306432545251,1.3173237968458804,BEDOK,FRANKEL
PARADISE PALMS,505 DUNMAN ROAD PARADISE PALMS SINGAPORE 439198,17452.830188679247,17233.575043625144,private,103.89532043196664,1.3099553666833723,GEYLANG,GEYLANG EAST
MEYER MANSION,79 MEYER ROAD MEYER MANSION SINGAPORE 437906,28293.75,28957.675116295748,private,103.89103464925826,1.2964721951625635,MARINE PARADE,MOUNTBATTEN
LANDED HOUSING DEVELOPMENT in CHUAN PLACE,32 CHUAN PLACE SINGAPORE 554837,15463.917525773197,15358.32635931958,private,103.86764432619168,1.3609809577738012,SERANGOON,SERANGOON GARDEN
THE TAPESTRY,57 TAMPINES STREET 86 THE TAPESTRY SINGAPORE 528542,16209.642857142857,16070.613921370585,private,103.92860647866084,1.3539046355161577,TAMPINES,TAMPINES WEST
GOVT CO-OP HOUSING ESTATE,1 IQBAL AVENUE TEACHER'S HOUSING ESTATE SINGAPORE 789444,15619.047619047618,15619.047619047618,private,103.88442401484996,1.3439659131538868,HOUGANG,TAI SENG
RITZ REGENCY,8 IPOH LANE RITZ REGENCY SINGAPORE 438611,15207.207207207208,15416.545664308376,private,103.8947667673516,1.3113680702714618,GEYLANG,GEYLANG EAST
TIARA VISTA,31A LORONG M TELOK KURAU TIARA VISTA SINGAPORE 425313,13698.6301369863,13698.6301369863,private,103.9104839971001,1.3106404872495898,BEDOK,FRANKEL
BEDOK COURT,299 BEDOK SOUTH AVENUE 3 BEDOK COURT SINGAPORE 469298,9523.809523809525,9595.93170738754,private,103.9446711358038,1.3215916449286431,BEDOK,BEDOK SOUTH
INOVA 100,100 LORONG N TELOK KURAU INOVA 100 SINGAPORE 425252,12068.96551724138,12068.96551724138,private,103.91652908818656,1.310618018032401,BEDOK,FRANKEL
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,14640.0,14438.99540361281,private,103.90689924903025,1.3081976838347944,MARINE PARADE,KATONG
HAIG RESIDENCES,163 HAIG ROAD HAIG RESIDENCES SINGAPORE 438774,14814.814814814816,15493.000060816154,private,103.89910315441904,1.306952237532541,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in AROOZOO AVENUE,109 AROOZOO AVENUE CHARLTON PARK SINGAPORE 539860,12364.064005302678,12273.654873543506,private,103.8874149346488,1.3562269233522224,HOUGANG,LORONG AH SOO
SEASIDE PARK,570 EAST COAST ROAD SEASIDE PARK SINGAPORE 458985,21716.68667466987,21316.83008386322,private,103.9194584421047,1.3105318969201718,BEDOK,FRANKEL
VERANDA,50 LORONG K TELOK KURAU VERANDA SINGAPORE 425666,13419.259595730184,13614.791060834204,private,103.90995011114396,1.3123358744164693,BEDOK,FRANKEL
PEIRCE VIEW,557 UPPER THOMSON ROAD PEIRCE VIEW SINGAPORE 574418,13666.666666666668,13199.925489399177,private,103.82817985404844,1.371756973623092,ANG MO KIO,SEMBAWANG HILLS
BREEZE BY THE EAST,324 UPPER EAST COAST ROAD BREEZE BY THE EAST SINGAPORE 466455,14393.939393939394,14597.609333248249,private,103.93755343174422,1.3136000617668615,BEDOK,BAYSHORE
HAI SING PARK,21 HAI SING CRESCENT HAI SING PARK SINGAPORE 538957,13055.292024719509,13518.198480159725,private,103.89379453777028,1.365441221747548,HOUGANG,KANGKAR
CHUAN PARK,250 LORONG CHUAN CHUAN PARK SINGAPORE 556748,27775.901785714286,27753.69189533975,private,103.8653232116615,1.3523242139642255,SERANGOON,SERANGOON CENTRAL
HILLSIDE MANSIONS,26 HILLSIDE DRIVE HILLSIDE MANSIONS SINGAPORE 548945,12735.849056603774,12760.247288549175,private,103.8773226424492,1.3584619298513418,HOUGANG,KOVAN
LANDED HOUSING DEVELOPMENT in JALAN LIMAU PURUT,36 JALAN LIMAU PURUT SINGAPORE 468210,12062.138288151082,12062.138288151082,private,103.9475848138698,1.322989588925931,BEDOK,BEDOK SOUTH
WATERBAY,47B EDGEFIELD PLAINS WATERBAY SINGAPORE 828715,11320.754716981131,11853.084139885264,private,103.90807259167848,1.4011334148337713,PUNGGOL,PUNGGOL FIELD
MARLENE VILLE,11L MARLENE AVENUE MARLENE VILLE SINGAPORE 556678,11068.575775688749,10953.776841077151,private,103.87120978833106,1.360096938651687,SERANGOON,SERANGOON GARDEN
PALACIO,67 LORONG M TELOK KURAU PALACIO SINGAPORE 425372,8461.538461538461,8980.41482475228,private,103.91396983811325,1.3117147450484237,BEDOK,FRANKEL
RIPPLE BAY,2 PASIR RIS LINK RIPPLE BAY SINGAPORE 518184,12646.464646464648,12788.68901419943,private,103.96099513407172,1.377279878426766,PASIR RIS,PASIR RIS PARK
LANDED HOUSING DEVELOPMENT in SIGLAP GARDENS,15 SIGLAP GARDENS SIGLAP GARDEN SINGAPORE 456119,15380.859375,15380.859375,private,103.9249783243619,1.3118765301270214,BEDOK,FRANKEL
ISUITES @ PALM,26 GLASGOW ROAD ISUITES @ PALM SINGAPORE 549345,14406.77966101695,14392.904324942789,private,103.87876548654904,1.3609990846492237,HOUGANG,KOVAN
LE WOOD,23 HINDHEDE DRIVE LE WOOD SINGAPORE 589320,12542.372881355932,11975.25015392659,private,103.77586402894616,1.3473421178950844,BUKIT PANJANG,NATURE RESERVE
LANDED HOUSING DEVELOPMENT in YUK TONG AVENUE,92E YUK TONG AVENUE SINGAPORE 596441,17048.10836057917,17177.98409930172,private,103.77180991759572,1.3459526164853666,BUKIT TIMAH,ANAK BUKIT
LANDED HOUSING DEVELOPMENT in SEA BREEZE AVENUE,34 SEA BREEZE AVENUE SEA BREEZE TERRACE SINGAPORE 487553,9078.293049612585,9078.293049612585,private,103.95325023777576,1.336577439461763,TAMPINES,SIMEI
LANDED HOUSING DEVELOPMENT in TELOK KURAU ROAD,199 TELOK KURAU ROAD CADENCE LIGHT SINGAPORE 423833,16191.78776401047,16252.45358386468,private,103.9102095389145,1.3131711358117266,BEDOK,FRANKEL
