project_name,full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,longitude,latitude,planning_area,subzone
SUMMER PLACE,33 SUMMER PLACE SUMMER PLACE SINGAPORE 555731,17377.049180327867,17730.18674896245,private,103.86940675863325,1.3572788664904674,SERANGOON,SERANGOON GARDEN
THE ARISTO @ AMBER,23 AMBER ROAD THE ARISTO @ AMBER SINGAPORE 439871,20113.793103448275,20163.839850409724,private,103.90082328882266,1.300251529302973,MARINE PARADE,MARINE PARADE
LUSHAN GARDEN,24 HOW SUN DRIVE LUSHAN GARDEN SINGAPORE 538569,20118.14238407884,18527.923377802694,private,103.87916534691897,1.3444222422158216,SERANGOON,UPPER PAYA LEBAR
COUNTRY PARK CONDOMINIUM,53 BEDOK ROAD COUNTRY PARK CONDOMINIUM SINGAPORE 469569,16269.84126984127,16101.302756477044,private,103.95443640619116,1.3215119258721364,BEDOK,BEDOK SOUTH
TESSA LODGE,831 MOUNTBATTEN ROAD TESSA LODGE SINGAPORE 437824,15977.011494252874,15524.500907441015,private,103.89835578032502,1.3028268226441284,MARINE PARADE,KATONG
SHANGRI-LA PARK,12 SHANGRI-LA CLOSE SHANGRI-LA PARK SINGAPORE 568256,13487.1821136243,13074.459581513054,private,103.83308136538116,1.3708451493002294,ANG MO KIO,SHANGRI-LA
SHERWOOD CONDOMINIUM,169 JALAN JURONG KECHIL SHERWOOD CONDOMINIUM SINGAPORE 598669,13882.35294117647,13987.536763659027,private,103.7680004552128,1.3450293205903667,BUKIT TIMAH,ANAK BUKIT
D' CASTILIA,45 JOO CHIAT LANE D' CASTILIA SINGAPORE 428104,13928.57142857143,14462.071477287684,private,103.9032531946158,1.312974209169709,GEYLANG,GEYLANG EAST
BLISS@KOVAN,6B SIMON LANE BLISS@KOVAN SINGAPORE 546057,16147.111111111111,15542.075621054104,private,103.88380647368808,1.3628862084977889,HOUGANG,KOVAN
BISHAN POINT,61 BRIGHT HILL DRIVE BISHAN POINT SINGAPORE 579653,13768.115942028986,14150.932152268946,private,103.832691966964,1.3596593848152805,BISHAN,UPPER THOMSON
PALAZZETTO,8C TANJONG RHU ROAD PALAZZETTO SINGAPORE 436891,17473.684210526313,17361.842105263157,private,103.88382860938464,1.2991811173809942,KALLANG,TANJONG RHU
BOTANIQUE AT BARTLEY,221 UPPER PAYA LEBAR ROAD BOTANIQUE AT BARTLEY SINGAPORE 533875,17500.0,17922.36544152114,private,103.88227640215216,1.3425768101510769,SERANGOON,UPPER PAYA LEBAR
NATURE MANSIONS,52 LORONG K TELOK KURAU NATURE MANSIONS SINGAPORE 425780,11907.546582469871,12519.01518888968,private,103.91039239398424,1.3123262773809576,BEDOK,FRANKEL
H RESIDENCES,50A LORONG H TELOK KURAU H RESIDENCES SINGAPORE 426049,14117.64705882353,14201.93531958238,private,103.9088827015051,1.315708301093446,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in LENGKOK MARIAM,33 LENGKOK MARIAM CHANGI GROVE SINGAPORE 509135,9573.091849935316,11586.672931954838,private,103.97038884206368,1.3626150852670214,PASIR RIS,FLORA DRIVE
PALMERA RESIDENCE,38 LORONG N TELOK KURAU PALMERA RESIDENCE SINGAPORE 425163,13414.634146341465,13147.474721352077,private,103.9112892795242,1.3095054450451231,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in CARPMAEL ROAD,38 CARPMAEL ROAD CARPMAEL THIRTY-EIGHT SINGAPORE 429781,19914.10220552477,21601.819827981453,private,103.89885652010231,1.3122082673140554,GEYLANG,GEYLANG EAST
STUDIOS@TEMBELING,233 TEMBELING ROAD STUDIOS@TEMBELING SINGAPORE 423718,16596.480201131366,16879.778967981518,private,103.90498349191525,1.3081613128314518,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in JOO CHIAT TERRACE,156 JOO CHIAT TERRACE JOO CHIAT MANSIONS SINGAPORE 427303,21257.290991574853,21912.598108157345,private,103.90512902293314,1.3152691755466503,GEYLANG,GEYLANG EAST
HEDGES PARK CONDOMINIUM,89 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506890,11186.419753086418,11455.645454023645,private,103.96774997162686,1.3541073056171706,PASIR RIS,FLORA DRIVE
THE BEACON EDGE,250 TEMBELING ROAD THE BEACON EDGE SINGAPORE 423728,18539.68253968254,17655.866677387534,private,103.9049576553803,1.3071349627657465,MARINE PARADE,KATONG
CARDIFF RESIDENCE,103 CARDIFF GROVE CARDIFF RESIDENCE SINGAPORE 558962,15076.923076923076,14867.681285177365,private,103.86579795842206,1.3549624659864552,SERANGOON,SERANGOON GARDEN
SUMMER SCENT,11 KANG CHOO BIN ROAD SUMMER SCENT SINGAPORE 548315,13333.333333333334,12676.8563508466,private,103.88224703823668,1.3658201558547671,HOUGANG,KOVAN
TREASURE CREST,58 ANCHORVALE CRESCENT TREASURE CREST SINGAPORE 544633,15229.18198046834,15126.735453570796,private,103.89277128467737,1.3980623584299612,SENGKANG,ANCHORVALE
ENVIO,281 JOO CHIAT PLACE ENVIO SINGAPORE 427962,13702.127659574468,14128.672759028766,private,103.90750332128609,1.314882722955874,BEDOK,FRANKEL
TWIN WATERFALLS,106 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828793,10949.414715719064,11694.75333287755,private,103.8968802887152,1.401756654160576,PUNGGOL,MATILDA
COUNTRY ESQUIRE,20 LORONG PUNTONG COUNTRY ESQUIRE SINGAPORE 576438,14279.661016949152,15184.141590612777,private,103.8311116820121,1.3600261697301763,BISHAN,UPPER THOMSON
KILAT 19,19 LORONG KILAT KILAT 19 SINGAPORE 598120,11725.146198830407,11725.146198830407,private,103.77363799946572,1.3408424276429516,BUKIT TIMAH,ANAK BUKIT
LANDED HOUSING DEVELOPMENT in CHARLTON LANE,1 CHARLTON LANE CHARLTON CORNER SINGAPORE 539631,14857.788241835571,14857.788241835571,private,103.8812601434582,1.356334686937838,HOUGANG,LORONG AH SOO
LOYANG TOWNHOUSES,207R JALAN LOYANG BESAR LOYANG TOWNHOUSES SINGAPORE 509484,11111.111111111111,11111.111111111111,private,103.96418993692218,1.3804064604169608,PASIR RIS,PASIR RIS PARK
WATER TERRACE,50A LORONG AH SOO WATER TERRACE SINGAPORE 536746,10450.819672131149,10450.819672131149,private,103.88142520700669,1.3504956821542338,HOUGANG,TAI SENG
CASAFINA,215 BEDOK SOUTH AVENUE 1 CASAFINA SINGAPORE 469338,10173.280051150894,10559.854551211232,private,103.93396503008545,1.3152296527664915,BEDOK,BEDOK SOUTH
LANDED HOUSING DEVELOPMENT in CLOVER CLOSE,8 CLOVER CLOSE CLOVER PARK SINGAPORE 579250,8116.385911179173,8116.385911179173,private,103.84472647211324,1.3494638053071135,BISHAN,MARYMOUNT
LANDED HOUSING DEVELOPMENT in JALAN JAMAL,11 JALAN UBI MINDS - EUNOS TRAINING & DEVELOPMENT CENTRE SINGAPORE 409074,21718.75,23648.003540986723,private,103.92541985543942,1.3134799785170814,BEDOK,FRANKEL
CHUAN PARK (DEMOLISHED),250 LORONG CHUAN CHUAN PARK SINGAPORE 556748,10852.183486238531,11182.38304522042,private,103.8653232116615,1.3523242139642255,SERANGOON,SERANGOON CENTRAL
LANDED HOUSING DEVELOPMENT in BRIGHTON CRESCENT,BRIGHTON CRESCENT,15932.606028328157,16605.76773390148,private,103.86986971650748,1.3619098005913717,SERANGOON,SERANGOON GARDEN
LANDED HOUSING DEVELOPMENT in JALAN PINTAU,49 JALAN PINTAU SINGAPORE 577109,23593.07359307359,20669.63238482536,private,103.83948668888516,1.3542811170377418,BISHAN,UPPER THOMSON
PALM GROVE REGENCY,12A PALM GROVE AVENUE PALM GROVE REGENCY SINGAPORE 547347,8345.864661654135,8637.492417766553,private,103.8782356283958,1.3604403968661962,HOUGANG,KOVAN
LANDED HOUSING DEVELOPMENT in ELITE TERRACE,52G ELITE TERRACE ELITE RESIDENCES SINGAPORE 458818,12944.099378881989,14200.89032554108,private,103.92414486003736,1.316537946947142,BEDOK,FRANKEL
EAST VIEW 18,18 RAMBUTAN ROAD EAST VIEW 18 SINGAPORE 424302,12314.814814814816,12397.745837580702,private,103.90485225537952,1.3132817472538023,GEYLANG,GEYLANG EAST
EDEN VIEW,6 EDEN GROVE EDEN VIEW SINGAPORE 539102,11891.983312662082,12358.432494735369,private,103.87256284145538,1.344242770497083,SERANGOON,UPPER PAYA LEBAR
PARK VILLAS,6 PARK VILLAS GREEN PARK VILLAS SINGAPORE 545446,11566.424322538003,12312.692397351826,private,103.87933230783086,1.3674946515654711,HOUGANG,KOVAN
WATERTOWN,67 PUNGGOL CENTRAL WATERTOWN SINGAPORE 828843,16018.967997123338,16182.917676229985,private,103.9023587069653,1.4065774318525206,PUNGGOL,PUNGGOL TOWN CENTRE
LANDED HOUSING DEVELOPMENT in JALAN JAMBU BATU,7 JALAN JAMBU BATU HOCK SENG PARK SINGAPORE 588726,16979.81906750174,16979.81906750174,private,103.78778550273016,1.3357755164408436,BUKIT TIMAH,SWISS CLUB
HERITAGE EAST,453 EAST COAST ROAD HERITAGE EAST SINGAPORE 429026,15465.116279069767,15871.631550687043,private,103.9126067428966,1.309412228123824,BEDOK,FRANKEL
COMPASS HEIGHTS,11 SENGKANG SQUARE COMPASS HEIGHTS SINGAPORE 545076,10415.13223970539,10576.25371140713,private,103.89621470391396,1.3920243071100562,SENGKANG,SENGKANG TOWN CENTRE
RAYA GARDEN,55 JALAN KELICHAP RAYA GARDEN SINGAPORE 538178,16145.307769929364,14096.568513964556,private,103.88098404755652,1.347055608236531,HOUGANG,TAI SENG
D' MARINE,521 JOO CHIAT ROAD D' MARINE SINGAPORE 427701,12556.818181818182,12556.818181818182,private,103.90609426522576,1.305043317399634,MARINE PARADE,KATONG
WATERVIEW,77 TAMPINES AVENUE 1 WATERVIEW SINGAPORE 529782,11886.446886446887,12409.384798150466,private,103.92627263230976,1.3479372447310638,TAMPINES,TAMPINES WEST
TANJONG RIA CONDOMINIUM,121 TANJONG RHU ROAD TANJONG RIA CONDOMINIUM SINGAPORE 436914,14140.625,14550.178663074426,private,103.87430454892625,1.29662403711841,KALLANG,TANJONG RHU
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,12258.064516129032,12258.064516129032,private,103.9055164633656,1.313250765872856,GEYLANG,GEYLANG EAST
HILLVIEW GREEN,73 HUME AVENUE HILLVIEW GREEN SINGAPORE 598747,12740.598850690594,13202.302158128072,private,103.7637424292379,1.3583201089811143,BUKIT BATOK,HILLVIEW
THE SEAWIND,70 LORONG M TELOK KURAU THE SEAWIND SINGAPORE 425380,18352.941176470587,18399.371253977635,private,103.91438771546682,1.3106174389053142,BEDOK,FRANKEL
PLACE-8,21 PAYA LEBAR CRESCENT PLACE-8 SINGAPORE 536046,10131.147540983606,10154.388250458398,private,103.88164498980078,1.3498537754662636,HOUGANG,TAI SENG
KILAT COURT,17 LORONG KILAT KILAT COURT SINGAPORE 598139,10352.577319587628,10329.626341258154,private,103.77421325330675,1.3408266240017574,BUKIT TIMAH,ANAK BUKIT
THE BAYSHORE,34 BAYSHORE ROAD THE BAYSHORE SINGAPORE 469976,12209.302325581397,12281.823094336722,private,103.9393340072967,1.31261384042124,BEDOK,BAYSHORE
THE TANAMERA,5 TANAH MERAH KECHIL ROAD THE TANAMERA SINGAPORE 466665,11212.5929769936,11231.66814369649,private,103.94274908760974,1.3270870992370192,BEDOK,BEDOK NORTH
MAYFLOWER RESIDENCES,69 MAYFLOWER AVENUE MAYFLOWER RESIDENCES SINGAPORE 568889,14089.83451536643,14089.83451536643,private,103.84110043249926,1.3701585368851688,ANG MO KIO,KEBUN BAHRU
THE BAYCOURT,461A UPPER EAST COAST ROAD THE BAYCOURT SINGAPORE 466507,14935.064935064936,14935.064935064936,private,103.94142451600275,1.3157814810258006,BEDOK,BEDOK SOUTH
LANDED HOUSING DEVELOPMENT in ELLIOT WALK,22 ELLIOT WALK SINGAPORE 458676,15877.087882214688,15877.087882214688,private,103.9313723501453,1.3108136413914122,BEDOK,FRANKEL
THE GERANIUM,31 MANGIS ROAD THE GERANIUM SINGAPORE 424980,13220.338983050848,13585.841074166345,private,103.90436040239356,1.3133229718786543,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in TEOW HOCK AVENUE,8 TEOW HOCK AVENUE SINGAPORE 545695,16004.026170105688,15770.667968884947,private,103.87954433755924,1.3620278638169052,HOUGANG,KOVAN
LANDED HOUSING DEVELOPMENT in JASMINE ROAD,JASMINE ROAD,16613.076098606645,16613.076098606645,private,103.82977126823512,1.354663015837953,BISHAN,UPPER THOMSON
GRAND REGENCY,9 JALAN RAJAWALI GRAND REGENCY SINGAPORE 598431,15394.736842105263,15485.82995951417,private,103.76884683480586,1.3433064279035205,BUKIT TIMAH,ANAK BUKIT
BEAUTY WORLD CENTRE,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE SINGAPORE 588177,10229.885057471263,10175.899755040513,private,103.77653938570197,1.3424126418539726,BUKIT TIMAH,ANAK BUKIT
LANDED HOUSING DEVELOPMENT in LORONG 105 CHANGI,44 LORONG 105 CHANGI SINGAPORE 426528,21796.91653375864,21245.517440010524,private,103.90293960210248,1.3156233659641663,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in SUNSET GROVE,5 SUNSET GROVE SINGAPORE 597445,18573.551263001485,18573.551263001485,private,103.7648806009262,1.325227417477412,CLEMENTI,SUNSET WAY
THE VALES,77 ANCHORVALE CRESCENT THE VALES SINGAPORE 544663,13608.247422680412,13577.427150550164,private,103.894223353344,1.3971159052455138,SENGKANG,ANCHORVALE
TENET,79 TAMPINES STREET 62 TENET SINGAPORE 529703,14929.078014184395,14882.975806437602,private,103.94230475610192,1.3687920580263295,TAMPINES,TAMPINES NORTH
WATERFRONT GOLD,758 BEDOK RESERVOIR ROAD WATERFRONT GOLD SINGAPORE 479260,14193.548387096776,14419.825407655126,private,103.92851470697272,1.3378707096893736,BEDOK,BEDOK RESERVOIR
FENGLI GARDENS,5 LORONG ONG LYE FENGLI GARDENS SINGAPORE 536364,17922.991297145036,17412.754491547093,private,103.87973692324844,1.3478519781305744,SERANGOON,UPPER PAYA LEBAR
KOVAN APARTMENTS,32 KOVAN ROAD KOVAN APARTMENTS SINGAPORE 548102,10542.635658914727,10308.223795079204,private,103.87952641404058,1.3573820904169682,HOUGANG,KOVAN
AMBER POINT,1 AMBER ROAD AMBER POINT SINGAPORE 439845,21019.10828025477,20920.9643175125,private,103.89852286272748,1.298861319253314,MARINE PARADE,MARINE PARADE
LANDED HOUSING DEVELOPMENT in SEA BREEZE ROAD,18 SEA BREEZE ROAD SINGAPORE 487449,12407.7148361028,12407.7148361028,private,103.9522851356812,1.3371241567812102,TAMPINES,SIMEI
TANAH MERAH GREEN,12 TANAH MERAH KECHIL AVENUE TANAH MERAH GREEN SINGAPORE 465580,12336.124932639528,11925.890165385385,private,103.9452712678211,1.330340865029786,BEDOK,BEDOK NORTH
57 @ KOVAN,57 KOVAN ROAD 57 @ KOVAN SINGAPORE 548147,12662.06896551724,13347.67378215654,private,103.88051888852034,1.3573428572759496,HOUGANG,KOVAN
LANDED HOUSING DEVELOPMENT in YARWOOD AVENUE,20 YARWOOD AVENUE SINGAPORE 587992,14835.932266035808,15020.611733676868,private,103.78445788288012,1.340152835907919,BUKIT TIMAH,SWISS CLUB
THE TERRACE,86 EDGEDALE PLAINS THE TERRACE SINGAPORE 828738,13575.0,13541.703506753707,private,103.91693351412648,1.4012856159071876,PUNGGOL,WATERWAY EAST
DAINTREE RESIDENCE,11C TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596159,18287.52577319588,18687.499931983293,private,103.77094144115544,1.3396867131474917,BUKIT TIMAH,ANAK BUKIT
BARTLEY RISE ESTATE,49 EDEN GROVE BARTLEY RISE ESTATE SINGAPORE 539092,16320.511768530148,18718.324617952887,private,103.87191627704802,1.345711208552083,SERANGOON,UPPER PAYA LEBAR
GARDEN VIEW ESTATE,3 CONWAY CIRCLE GARDEN VIEW ESTATE SINGAPORE 558248,14892.032762472076,15795.053401370698,private,103.86508878703152,1.3593382732509116,SERANGOON,SERANGOON GARDEN
183 LONGHAUS,183 UPPER THOMSON ROAD 183 LONGHAUS SINGAPORE 574429,18760.0,18444.280450349022,private,103.8355035425341,1.3509606359623942,BISHAN,UPPER THOMSON
SOUTHAVEN I,43 HINDHEDE WALK SOUTHAVEN I SINGAPORE 587973,10860.539215686274,11386.531183789331,private,103.7729257668009,1.3477699500581866,BUKIT PANJANG,NATURE RESERVE
SEA BREEZE TERRACE,84 SEA BREEZE AVENUE SEA BREEZE TERRACE SINGAPORE 487585,15748.386579548644,15276.062792343551,private,103.95271403298888,1.3385822455269476,TAMPINES,SIMEI
D'ECOSIA,29 STILL ROAD SOUTH D'ECOSIA SINGAPORE 423937,16638.297872340427,16482.800405479025,private,103.91017426894447,1.3060710636169095,BEDOK,FRANKEL
BELLEZZA @ KATONG,46 CEYLON ROAD BELLEZZA @ KATONG SINGAPORE 429634,14821.428571428572,14968.185550082102,private,103.9020767056429,1.3069059801204743,MARINE PARADE,KATONG
BEDOK SHOPPING COMPLEX,298 BEDOK ROAD BEDOK SHOPPING COMPLEX SINGAPORE 469454,3008.849557522124,3008.849557522124,private,103.94868865363787,1.3314210279136554,BEDOK,BEDOK NORTH
THE MEYERISE,93 MEYER ROAD THE MEYERISE SINGAPORE 437986,23560.20942408377,24094.87997627623,private,103.8929233864393,1.2962024695119896,MARINE PARADE,MOUNTBATTEN
INFINI AT EAST COAST,363 EAST COAST ROAD INFINI AT EAST COAST SINGAPORE 428978,20700.49768929968,20750.71064476665,private,103.91135198364672,1.3091760432754087,BEDOK,FRANKEL
SURIN VILLAS,9E SURIN AVENUE SURIN VILLAS SINGAPORE 534065,5673.758865248227,5561.693722378076,private,103.87991022362388,1.3546584811503526,HOUGANG,LORONG AH SOO
CHERRY GARDENS,63 LORONG LEW LIAN CHERRY GARDENS SINGAPORE 536492,10546.913580246914,10159.46699728294,private,103.87860112296748,1.3496220096033564,SERANGOON,UPPER PAYA LEBAR
LANDED HOUSING DEVELOPMENT in JALAN BINGKA,20 JALAN BINGKA MAYFAIR PARK SINGAPORE 588917,2664.057796508128,2664.057796508128,private,103.78043211591633,1.3408363199457076,BUKIT TIMAH,SWISS CLUB
LEITH PARK,1 LEITH PARK LEITH PARK SINGAPORE 547928,14379.81509324281,14379.81509324281,private,103.87420397421285,1.3621983715902628,HOUGANG,KOVAN
LANDED HOUSING DEVELOPMENT in LYNDHURST ROAD,15H LYNDHURST ROAD LYNDHURST GROVE SINGAPORE 438105,14827.875241662285,14827.875241662285,private,103.88777637926948,1.305146357060597,MARINE PARADE,MOUNTBATTEN
LANDED HOUSING DEVELOPMENT in EAST COAST AVENUE,8G EAST COAST AVENUE EIGHT @ EAST COAST SINGAPORE 454962,17205.882352941175,17461.06352730559,private,103.92369599494542,1.309028433666485,BEDOK,FRANKEL
COASTLINE RESIDENCES,9 AMBER ROAD COASTLINE RESIDENCES SINGAPORE 439953,26417.47572815534,27142.516422939767,private,103.89903817265645,1.2989747456536644,MARINE PARADE,MARINE PARADE
ARCHIPELAGO,565 BEDOK RESERVOIR ROAD ARCHIPELAGO SINGAPORE 479299,13490.909090909092,13415.234189736906,private,103.92067459974396,1.3379536965374452,BEDOK,BEDOK RESERVOIR
AIRVIEW PARK,39 THAM SOONG AVENUE AIRVIEW PARK SINGAPORE 597052,17938.34696639897,19836.4095236487,private,103.7734697574776,1.3445327681747026,BUKIT TIMAH,ANAK BUKIT
WORTHINGTON,35 BUTTERWORTH LANE WORTHINGTON SINGAPORE 439443,14055.555555555557,14102.06813968274,private,103.89591069889026,1.312829782299927,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in LANGE ROAD,14 LANGE ROAD SINGAPORE 547981,21242.83825473777,19582.281863296856,private,103.8764450879374,1.3584922356474942,HOUGANG,KOVAN
MALVERN SPRINGS,373 ONAN ROAD MALVERN SPRINGS SINGAPORE 424775,14741.467975689577,14426.311506294687,private,103.90390115609942,1.3058747690451344,MARINE PARADE,KATONG
LAGUNA PARK,5000G MARINE PARADE ROAD LAGUNA PARK SINGAPORE 449290,12253.333333333334,12135.536940909493,private,103.93219348319904,1.3100840162473468,BEDOK,SIGLAP
MAYBELLE LODGE,40B LORONG K TELOK KURAU MAYBELLE LODGE SINGAPORE 425651,9829.059829059828,9829.059829059828,private,103.90927472250802,1.3124781143913715,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in VALLEY ROAD,24 NEW INDUSTRIAL ROAD IN SPACE SINGAPORE 536210,12267.0468583843,12134.314325084551,private,103.88866172974048,1.361924159459281,HOUGANG,LORONG AH SOO
THE MEYER PLACE,6 MEYER PLACE THE MEYER PLACE SINGAPORE 437995,20078.740157480315,20078.740157480315,private,103.88676781918164,1.2986533127050437,MARINE PARADE,MOUNTBATTEN
THE ELEGANCE @ CHANGI,30 LORONG 107 CHANGI THE ELEGANCE @CHANGI SINGAPORE 426446,11914.599741389444,11607.032491015578,private,103.90359699583524,1.316206109770676,GEYLANG,GEYLANG EAST
CASA CAMBIO,11 LIM TUA TOW ROAD CASA CAMBIO SINGAPORE 547803,16032.608695652174,15958.316422065822,private,103.87617971349796,1.354116195521054,SERANGOON,SERANGOON CENTRAL
FRUITION,3 MANGIS ROAD FRUITION SINGAPORE 424981,13763.157894736842,13875.320924261874,private,103.90366347129736,1.3143158094025067,GEYLANG,GEYLANG EAST
CHOON SING GARDEN,117 JALAN BINCHANG CHOON SING GARDEN SINGAPORE 578578,19925.98918303444,19807.302392234786,private,103.84782426109824,1.3526978595489063,BISHAN,MARYMOUNT
KEW VALE,KEW LANE,11744.584092019362,11945.66750818186,private,103.94902299677776,1.3215569228365946,BEDOK,BEDOK SOUTH
PARKWOOD COLLECTION,39 LORONG 1 REALTY PARK PARKWOOD COLLECTION SINGAPORE 533761,8318.181818181818,8241.532970612107,private,103.8906386600558,1.3663558288391715,HOUGANG,HOUGANG CENTRAL
THOMSON GARDEN ESTATE,38 JALAN CHEGAR THOMSON GARDEN ESTATE SINGAPORE 578496,25784.753363228698,25292.337933523075,private,103.83907247306404,1.3532191592507432,BISHAN,UPPER THOMSON
LANDED HOUSING DEVELOPMENT in JOO CHIAT WALK,JOO CHIAT WALK,20882.701421800943,20535.65578257052,private,103.9134459833312,1.315307732678806,BEDOK,FRANKEL
ISUITES @ TANI,2 JALAN TANI ISUITES @ TANI SINGAPORE 548540,13801.313628899836,14569.18081918082,private,103.88485632790864,1.3658484991044626,HOUGANG,KOVAN
EASTWOOD CENTRE,20 EASTWOOD ROAD EASTWOOD CENTRE SINGAPORE 486442,9609.933373712902,9294.52428320437,private,103.9554194644555,1.3214476809061513,BEDOK,BEDOK SOUTH
PINE GROVE,1K PINE GROVE PINE GROVE SINGAPORE 599001,10917.508417508418,10882.07885171981,private,103.77514003548278,1.3181518165355872,BUKIT TIMAH,ULU PANDAN
MIDTOWN RESIDENCES,1189 UPPER SERANGOON ROAD MIDTOWN RESIDENCES SINGAPORE 534785,15416.666666666666,15227.095167625932,private,103.89512080508236,1.3707358828248204,HOUGANG,HOUGANG CENTRAL
FORETT AT BUKIT TIMAH,123 JALAN JURONG KECHIL TERRENE AT BUKIT TIMAH SINGAPORE 598680,21343.283582089556,21637.30572566239,private,103.76805969559396,1.3398862905874491,BUKIT TIMAH,ANAK BUKIT
AURALIS,589 EAST COAST ROAD AURALIS SINGAPORE 429081,16739.130434782608,16959.826261242248,private,103.9159538707435,1.3103683207393342,BEDOK,FRANKEL
LOYANG COURT,161V JALAN LOYANG BESAR LOYANG COURT SINGAPORE 509518,7359.550561797752,7902.621722846442,private,103.9592909716908,1.37874069011708,PASIR RIS,PASIR RIS PARK
BOWMONT CENTRE,20 SIGLAP DRIVE BOWMONT CENTRE SINGAPORE 456192,12485.714285714286,12047.619047619048,private,103.91924573606526,1.315656255027048,BEDOK,FRANKEL
PROSPER GARDENS,6 BEDOK GARDEN PROSPER GARDENS SINGAPORE 469858,17992.52183223475,17992.52183223475,private,103.95286794116215,1.3233509888484754,BEDOK,BEDOK SOUTH
